X ; page web bn:00080778n ; navigateur bn:00013447n ; serveur web bn:02705179n ; fichier bn:00021475n ; client bn:00019764n ; base de donnée bn:00025333n ; donnée bn:00025314n ; php bn:01753580n ; code bn:00020354n ; texte bn:00076732n ; concerner bn:00083240v ; commentaire bn:00020978n ; délimiter bn:00086464v ; fois bn:00032768n ; url bn:00079080n ; case à cocher bn:03157691n ; post bn:01500184n ; nombre bn:00058285n ; text bn:14981519n ; langage bn:00049910n ; zones bn:00005513n ; utilisateur bn:00079373n ; case bn:04777941n ; associer bn:00082868v ; personne bn:00046516n ; méthode post bn:00045088n ; fermeture bn:16858148n ; machine bn:00054050n ; mysql bn:01225760n ; salaire bn:15928884n ; jour bn:00000086n ; programmation bn:00021493n ; site bn:00047172n ; chaîne bn:00074685n ; header bn:00043309n ; doctype bn:15839327n ; moteur bn:00030850n ; configuration bn:03088982n ; paris bn:00015540n ; langage de script bn:01431715n ; côté serveur bn:03816678n ; opérateur bn:16281811n ; super bn:17336345n ; type bn:00016413n ; foreach bn:03463379n ; cle bn:04756252n ; serveur bn:00044916n ; communication bn:00021221n ; interpréter bn:00089840v ; transaction bn:01403911n ; côté client bn:03163702n ; classes bn:03608262n ; bienvenue bn:00080852n ; class bn:03598962n ; mot bn:00081546n ; méthode bn:01641329n ; session bn:03751534n ; visiteur bn:03106425n ; afficher bn:00087013v ; pouvoir bn:00084451v ; mysqli bn:01438356n ; insert bn:03795444n ; france bn:00036202n ; pointeur bn:03222272n ; list bn:04720346n ; casse bn:03225002n ; timestamp bn:03603649n ; xml bn:02771436n ; echo bn:03626250n ; files bn:00065682n ; varchar bn:01838409n ; valeur bn:00079508n ; composer bn:14766022n ; null bn:15898583n ; généralité bn:00041249n ; autre bn:00108013a ; avoir accès bn:00082209v
concerner bn:00083240v ; 0.137931 ; 0.202899 ; 0.177778 ; 0.091954 ; 0.0740741 ; 0.28 ; 0.21875 ; 0.173913 ; 0.195489 ; 0.35461 ; 1 ; 0.132231 ; 0.246154 ; 0.194245 ; 0.173913 ; 0.0645161 ; 0.111111 ; 0.213115 ; 0.285714 ; 0.0981595 ; 0.08 ; 0.390244 ; 0.0860215 ; 0.242424 ; 0.173913 ; 0.101266 ; 0.180791 ; 0.32 ; 0.32 ; 0.04 ; 0.140351 ; 0.130081 ; 0.111111 ; 0.0740741 ; 0.137931 ; 0.0645161 ; 0.32 ; 0.0740741 ; 0.0384615 ; 0.140351 ; 0.242424 ; 0.08 ; 0.04 ; 0.32 ; 0.177778 ; 0.108108 ; 0.253968 ; 0.08 ; 0.0740741 ; 0.16 ; 0.32 ; 0.242424 ; 0.08 ; 0.0740741 ; 0.432432 ; 0.145833 ; 0.32 ; 0.137931 ; 0.32 ; 0.04 ; 0.0740741 ; 0.0645161 ; 0.0196078 ; 0.04 ; 0.0357143 ; 0.04 ; 0.0740741 ; 0.08 ; 0.04 ; 0.08 ; 0.08 ; 0.04 ; 0.08 ; 0.0384615 ; 0.04 ; 0.04 ; 0.0384615
commentaire bn:00020978n ; 0.0842105 ; 0.17341 ; 0.125984 ; 0.222222 ; 0.091954 ; 0.0860215 ; 0.0747664 ; 0.26087 ; 0.180723 ; 0.163265 ; 0.132231 ; 1 ; 0.156863 ; 0.166667 ; 0.666667 ; 0.0842105 ; 0.0733945 ; 0.168421 ; 0.214765 ; 0.270588 ; 0.0224719 ; 0.268908 ; 0.121951 ; 0.15534 ; 0.666667 ; 0.0689655 ; 0.54717 ; 0.0842105 ; 0.0842105 ; 0.0229885 ; 0.0851064 ; 0.205479 ; 0.158416 ; 0.091954 ; 0.0842105 ; 0.183908 ; 0.0842105 ; 0.091954 ; 0.045977 ; 0.0408163 ; 0.15534 ; 0.045977 ; 0.0229885 ; 0.040404 ; 0.125984 ; 0.15534 ; 0.423358 ; 0.0224719 ; 0.091954 ; 0.091954 ; 0.0842105 ; 0.15534 ; 0.0224719 ; 0.091954 ; 0.125984 ; 0.122137 ; 0.0842105 ; 0.0842105 ; 0.0842105 ; 0.0229885 ; 0.091954 ; 0.183908 ; 0.0113636 ; 0.0229885 ; 0.043956 ; 0.0229885 ; 0.0215054 ; 0.0224719 ; 0.0113636 ; 0.0111111 ; 0.045977 ; 0.0229885 ; 0.0224719 ; 0.045977 ; 0.0113636 ; 0.0113636 ; 0.0224719
délimiter bn:00086464v ; 0.205128 ; 0.122137 ; 0.101266 ; 0.117647 ; 0.114286 ; 0.097561 ; 0.0727273 ; 0.219178 ; 0.0606061 ; 0.102564 ; 0.246154 ; 0.156863 ; 1 ; 0.057554 ; 0.0987654 ; 0.0930233 ; 0.0701754 ; 0.170213 ; 0.146789 ; 0.111111 ; 0.129032 ; 0.202532 ; 0.108108 ; 0.145455 ; 0.219178 ; 0.133333 ; 0.194969 ; 0.205128 ; 0.205128 ; 0.0645161 ; 0.210526 ; 0.0714286 ; 0.0701754 ; 0.114286 ; 0.205128 ; 0.205128 ; 0.205128 ; 0.114286 ; 0.0606061 ; 0.0952381 ; 0.145455 ; 0.129032 ; 0.0645161 ; 0.0930233 ; 0.101266 ; 0.145455 ; 0.287037 ; 0.0606061 ; 0.114286 ; 0.114286 ; 0.205128 ; 0.145455 ; 0.129032 ; 0.0540541 ; 0.225352 ; 0.0963855 ; 0.205128 ; 0.516129 ; 0.516129 ; 0.0645161 ; 0.0540541 ; 0.205128 ; 0.03125 ; 0.0645161 ; 0.0540541 ; 0.03125 ; 0.0540541 ; 0.129032 ; 0.0645161 ; 0.0606061 ; 0.0606061 ; 0.0645161 ; 0.129032 ; 0.0294118 ; 0.0645161 ; 0.0645161 ; 0.0606061
fois bn:00032768n ; 0.0645161 ; 0.247312 ; 0.211268 ; 0.219697 ; 0.0333333 ; 0.0655738 ; 0.125 ; 0.2 ; 0.363636 ; 0.44382 ; 0.194245 ; 0.166667 ; 0.057554 ; 1 ; 0.2 ; 0.0645161 ; 0.258621 ; 0.0526316 ; 0.320755 ; 0.611842 ; 0.0344828 ; 0.216216 ; 0.439655 ; 0.275862 ; 0.101266 ; 0.186047 ; 0.25 ; 0.137931 ; 0.0645161 ; 0.0172414 ; 0.12931 ; 0.305732 ; 0.123077 ; 0.0333333 ; 0.137931 ; 0.03125 ; 0.137931 ; 0.0689655 ; 0.0344828 ; 0.12931 ; 0.275862 ; 0.0344828 ; 0.0172414 ; 0.137931 ; 0.211268 ; 0.121212 ; 0.166667 ; 0.0344828 ; 0.0333333 ; 0.0689655 ; 0.137931 ; 0.275862 ; 0.0344828 ; 0.0689655 ; 0.211268 ; 0.150327 ; 0.0645161 ; 0.0645161 ; 0.0645161 ; 0.0172414 ; 0.0689655 ; 0.0645161 ; 0.0172414 ; 0.0172414 ; 0.0689655 ; 0.0172414 ; 0.0689655 ; 0.0344828 ; 0.0172414 ; 0.0344828 ; 0.0344828 ; 0.0172414 ; 0.0169492 ; 0.0344828 ; 0.0172414 ; 0.0172414 ; 0.0344828
url bn:00079080n ; 0.0571429 ; 0.101266 ; 0.163265 ; 0.170455 ; 0.137931 ; 0.125 ; 0.102564 ; 0.348837 ; 0.218978 ; 0.191617 ; 0.173913 ; 0.666667 ; 0.0987654 ; 0.2 ; 1 ; 0.121212 ; 0.1 ; 0.108108 ; 0.266667 ; 0.183544 ; 0.0333333 ; 0.355556 ; 0.159574 ; 0.216216 ; 0.380952 ; 0.043956 ; 0.36478 ; 0.121212 ; 0.121212 ; 0.0344828 ; 0.123077 ; 0.25641 ; 0.222222 ; 0.0645161 ; 0.121212 ; 0.121212 ; 0.121212 ; 0.137931 ; 0.0689655 ; 0.057971 ; 0.216216 ; 0.0689655 ; 0.0344828 ; 0.0571429 ; 0.163265 ; 0.216216 ; 0.238806 ; 0.0333333 ; 0.0645161 ; 0.137931 ; 0.121212 ; 0.216216 ; 0.0333333 ; 0.137931 ; 0.163265 ; 0.0727273 ; 0.121212 ; 0.0571429 ; 0.121212 ; 0.0344828 ; 0.137931 ; 0.121212 ; 0.0169492 ; 0.0344828 ; 0.0645161 ; 0.0344828 ; 0.03125 ; 0.0333333 ; 0.0169492 ; 0.0163934 ; 0.0689655 ; 0.0344828 ; 0.0333333 ; 0.0689655 ; 0.0169492 ; 0.0169492 ; 0.0333333
case à cocher bn:03157691n ; 0.0666667 ; 0.0645161 ; 0.125 ; 0.150943 ; 0.2 ; 0.0714286 ; 0.047619 ; 0.275862 ; 0.146789 ; 0.0536913 ; 0.0645161 ; 0.0842105 ; 0.0930233 ; 0.0645161 ; 0.121212 ; 1 ; 0.0952381 ; 0.0526316 ; 0.0784314 ; 0.0583942 ; 0.111111 ; 0.111111 ; 0.135593 ; 0.0909091 ; 0.0571429 ; 0.0816327 ; 0.100629 ; 0.0666667 ; 0.142857 ; 0.0588235 ; 0.148148 ; 0.179775 ; 0.0952381 ; 0.0434783 ; 0.142857 ; 0.142857 ; 0.0666667 ; 0.0909091 ; 0.111111 ; 0.0689655 ; 0.0909091 ; 0.0526316 ; 0.0588235 ; 0.0666667 ; 0.125 ; 0.0909091 ; 0.0689655 ; 0.111111 ; 0.0434783 ; 0.0434783 ; 0.0666667 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.0588235 ; 0.117647 ; 0.142857 ; 0.0666667 ; 0.142857 ; 0.0588235 ; 0.0909091 ; 0.0666667 ; 0.0588235 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0909091 ; 0.111111 ; 0.125 ; 0.111111 ; 0.0526316 ; 0.0588235 ; 0.25 ; 0.111111 ; 0.125 ; 0.125 ; 0.25
post bn:01500184n ; 0.210526 ; 0.258621 ; 0.535714 ; 0.119403 ; 0.0555556 ; 0.1 ; 0.16 ; 0.1 ; 0.120968 ; 0.212766 ; 0.111111 ; 0.0733945 ; 0.0701754 ; 0.258621 ; 0.1 ; 0.0952381 ; 1 ; 0.0384615 ; 0.148148 ; 0.232558 ; 0.133333 ; 0.205128 ; 0.246154 ; 0.347826 ; 0.1 ; 0.313725 ; 0.0924855 ; 0.210526 ; 0.210526 ; 0.0322581 ; 0.097561 ; 0.144231 ; 0.153846 ; 0.0555556 ; 0.210526 ; 0.0454545 ; 0.210526 ; 0.117647 ; 0.0625 ; 0.216216 ; 0.347826 ; 0.0625 ; 0.0322581 ; 0.210526 ; 0.535714 ; 0.148148 ; 0.131148 ; 0.133333 ; 0.0555556 ; 0.117647 ; 0.210526 ; 0.347826 ; 0.0625 ; 0.117647 ; 0.228571 ; 0.2 ; 0.210526 ; 0.0952381 ; 0.0952381 ; 0.0322581 ; 0.117647 ; 0.0952381 ; 0.0666667 ; 0.0666667 ; 0.266667 ; 0.0666667 ; 0.266667 ; 0.133333 ; 0.0666667 ; 0.0625 ; 0.133333 ; 0.0666667 ; 0.0625 ; 0.133333 ; 0.0666667 ; 0.0666667 ; 0.133333
nombre bn:00058285n ; 0.111111 ; 0.102362 ; 0.0526316 ; 0.131148 ; 0.0666667 ; 0.225806 ; 0.155556 ; 0.0512821 ; 0.108333 ; 0.0855263 ; 0.213115 ; 0.168421 ; 0.170213 ; 0.0526316 ; 0.108108 ; 0.0526316 ; 0.0384615 ; 1 ; 0.0727273 ; 0.0551724 ; 0.037037 ; 0.1 ; 0.0273973 ; 0.0769231 ; 0.242424 ; 0.0701754 ; 0.0958084 ; 0.111111 ; 0.111111 ; 0.0833333 ; 0.0540541 ; 0.0761905 ; 0.08 ; 0.333333 ; 0.0526316 ; 0.25 ; 0.111111 ; 0.0666667 ; 0.0769231 ; 0.114286 ; 0.0769231 ; 0.0769231 ; 0.0833333 ; 0.111111 ; 0.0526316 ; 0.0769231 ; 0.137931 ; 0.0769231 ; 0.333333 ; 0.142857 ; 0.111111 ; 0.0769231 ; 0.0769231 ; 0.142857 ; 0.111111 ; 0.183099 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.0833333 ; 0.142857 ; 0.111111 ; 0.04 ; 0.04 ; 0.0322581 ; 0.0833333 ; 0.0666667 ; 0.037037 ; 0.04 ; 0.0769231 ; 0.0769231 ; 0.04 ; 0.0769231 ; 0.0769231 ; 0.04 ; 0.04 ; 0.037037
text bn:14981519n ; 0.0784314 ; 0.166667 ; 0.25 ; 0.120968 ; 0.0851064 ; 0.08 ; 0.150943 ; 0.245902 ; 0.309677 ; 0.312849 ; 0.285714 ; 0.214765 ; 0.146789 ; 0.320755 ; 0.266667 ; 0.0784314 ; 0.148148 ; 0.0727273 ; 1 ; 0.296512 ; 0.0425532 ; 0.253968 ; 0.228814 ; 0.145455 ; 0.117647 ; 0.0650407 ; 0.297436 ; 0.170213 ; 0.170213 ; 0.0212766 ; 0.159574 ; 0.355556 ; 0.319149 ; 0.0408163 ; 0.0784314 ; 0.0377358 ; 0.170213 ; 0.0408163 ; 0.0208333 ; 0.159574 ; 0.145455 ; 0.0425532 ; 0.0212766 ; 0.0784314 ; 0.25 ; 0.145455 ; 0.188235 ; 0.0425532 ; 0.0408163 ; 0.0851064 ; 0.170213 ; 0.145455 ; 0.0425532 ; 0.0408163 ; 0.595745 ; 0.107914 ; 0.170213 ; 0.0784314 ; 0.170213 ; 0.0212766 ; 0.0408163 ; 0.0377358 ; 0.0212766 ; 0.0212766 ; 0.0408163 ; 0.0212766 ; 0.0851064 ; 0.0425532 ; 0.0212766 ; 0.0208333 ; 0.0425532 ; 0.0212766 ; 0.0425532 ; 0.0208333 ; 0.0212766 ; 0.0212766 ; 0.0208333
langage bn:00049910n ; 0.124031 ; 0.25641 ; 0.193548 ; 0.348837 ; 0.0300752 ; 0.028777 ; 0.0536913 ; 0.183544 ; 0.252632 ; 0.273585 ; 0.0981595 ; 0.270588 ; 0.111111 ; 0.611842 ; 0.183544 ; 0.0583942 ; 0.232558 ; 0.0551724 ; 0.296512 ; 1 ; 0.0310078 ; 0.198758 ; 0.395349 ; 0.248062 ; 0.198718 ; 0.185714 ; 0.425743 ; 0.124031 ; 0.0583942 ; 0.0155039 ; 0.116279 ; 0.282353 ; 0.111888 ; 0.0620155 ; 0.124031 ; 0.0583942 ; 0.124031 ; 0.0620155 ; 0.0310078 ; 0.116279 ; 0.248062 ; 0.0310078 ; 0.0155039 ; 0.0583942 ; 0.193548 ; 0.110345 ; 0.331461 ; 0.0310078 ; 0.0620155 ; 0.0620155 ; 0.124031 ; 0.248062 ; 0.0310078 ; 0.0620155 ; 0.193548 ; 0.152439 ; 0.0583942 ; 0.124031 ; 0.0583942 ; 0.0155039 ; 0.0620155 ; 0.124031 ; 0.0155039 ; 0.0155039 ; 0.0620155 ; 0.0155039 ; 0.0620155 ; 0.0310078 ; 0.0155039 ; 0.0152672 ; 0.0310078 ; 0.0155039 ; 0.0152672 ; 0.0310078 ; 0.0155039 ; 0.0155039 ; 0.0310078
zones bn:00005513n ; 0.25 ; 0.0344828 ; 0.0714286 ; 0.0425532 ; 0.2 ; 0.125 ; 0.0666667 ; 0.0689655 ; 0.018018 ; 0.0283688 ; 0.08 ; 0.0224719 ; 0.129032 ; 0.0344828 ; 0.0333333 ; 0.111111 ; 0.133333 ; 0.037037 ; 0.0425532 ; 0.0310078 ; 1 ; 0.0625 ; 0.0784314 ; 0.125 ; 0.0333333 ; 0.108108 ; 0.0251572 ; 0.25 ; 0.25 ; 0.2 ; 0.266667 ; 0.021978 ; 0.0625 ; 0.0909091 ; 0.25 ; 0.0526316 ; 0.25 ; 0.2 ; 0.142857 ; 0.117647 ; 0.125 ; 0.333333 ; 0.2 ; 0.25 ; 0.0714286 ; 0.0588235 ; 0.037037 ; 0.333333 ; 0.0909091 ; 0.2 ; 0.25 ; 0.125 ; 0.333333 ; 0.0909091 ; 0.0714286 ; 0.0322581 ; 0.25 ; 0.25 ; 0.25 ; 0.2 ; 0.0909091 ; 0.111111 ; 0.2 ; 0.5 ; 0.2 ; 0.2 ; 0.2 ; 1 ; 0.5 ; 0.333333 ; 0.333333 ; 0.5 ; 0.333333 ; 0.142857 ; 0.5 ; 0.5 ; 0.333333
utilisateur bn:00079373n ; 0.111111 ; 0.216216 ; 0.363636 ; 0.172043 ; 0.0588235 ; 0.114286 ; 0.0952381 ; 0.355556 ; 0.22695 ; 0.453901 ; 0.390244 ; 0.268908 ; 0.202532 ; 0.216216 ; 0.355556 ; 0.111111 ; 0.205128 ; 0.1 ; 0.253968 ; 0.198758 ; 0.0625 ; 1 ; 0.161616 ; 0.5 ; 0.355556 ; 0.0860215 ; 0.402516 ; 0.25 ; 0.25 ; 0.03125 ; 0.112676 ; 0.264463 ; 0.0930233 ; 0.0588235 ; 0.25 ; 0.111111 ; 0.25 ; 0.125 ; 0.0625 ; 0.112676 ; 0.5 ; 0.0625 ; 0.03125 ; 0.111111 ; 0.363636 ; 0.2 ; 0.592593 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.25 ; 0.5 ; 0.0625 ; 0.125 ; 0.363636 ; 0.148148 ; 0.25 ; 0.111111 ; 0.25 ; 0.03125 ; 0.125 ; 0.111111 ; 0.0153846 ; 0.03125 ; 0.0588235 ; 0.03125 ; 0.0588235 ; 0.0625 ; 0.03125 ; 0.030303 ; 0.0625 ; 0.03125 ; 0.0625 ; 0.0625 ; 0.03125 ; 0.03125 ; 0.0625
case bn:04777941n ; 0.0634921 ; 0.10596 ; 0.175824 ; 0.2 ; 0.0727273 ; 0.031746 ; 0.0533333 ; 0.3625 ; 0.203008 ; 0.2 ; 0.0860215 ; 0.121951 ; 0.108108 ; 0.439655 ; 0.159574 ; 0.135593 ; 0.246154 ; 0.0273973 ; 0.228814 ; 0.395349 ; 0.0784314 ; 0.161616 ; 1 ; 0.238806 ; 0.0792079 ; 0.222222 ; 0.160221 ; 0.135593 ; 0.0634921 ; 0.0392157 ; 0.294118 ; 0.238938 ; 0.109589 ; 0.0350877 ; 0.313725 ; 0.0634921 ; 0.135593 ; 0.156863 ; 0.0784314 ; 0.137931 ; 0.238806 ; 0.0784314 ; 0.0392157 ; 0.0634921 ; 0.175824 ; 0.238806 ; 0.111888 ; 0.0377358 ; 0.0350877 ; 0.0727273 ; 0.135593 ; 0.238806 ; 0.0784314 ; 0.0727273 ; 0.175824 ; 0.0776699 ; 0.0634921 ; 0.135593 ; 0.135593 ; 0.0392157 ; 0.0727273 ; 0.135593 ; 0.0392157 ; 0.0392157 ; 0.156863 ; 0.0192308 ; 0.0727273 ; 0.0784314 ; 0.0392157 ; 0.0377358 ; 0.0377358 ; 0.0392157 ; 0.0377358 ; 0.0377358 ; 0.0392157 ; 0.0392157 ; 0.0784314
associer bn:00082868v ; 0.2 ; 0.121212 ; 0.222222 ; 0.262295 ; 0.0526316 ; 0.0952381 ; 0.0714286 ; 0.216216 ; 0.128 ; 0.22695 ; 0.242424 ; 0.15534 ; 0.145455 ; 0.275862 ; 0.216216 ; 0.0909091 ; 0.347826 ; 0.0769231 ; 0.145455 ; 0.248062 ; 0.125 ; 0.5 ; 0.238806 ; 1 ; 0.216216 ; 0.131148 ; 0.201258 ; 0.5 ; 0.2 ; 0.0625 ; 0.205128 ; 0.152381 ; 0.0689655 ; 0.111111 ; 0.5 ; 0.0909091 ; 0.5 ; 0.25 ; 0.125 ; 0.205128 ; 1 ; 0.125 ; 0.0625 ; 0.2 ; 0.222222 ; 0.142857 ; 0.296296 ; 0.125 ; 0.111111 ; 0.25 ; 0.5 ; 1 ; 0.125 ; 0.25 ; 0.222222 ; 0.0952381 ; 0.2 ; 0.2 ; 0.2 ; 0.0625 ; 0.25 ; 0.2 ; 0.030303 ; 0.0625 ; 0.111111 ; 0.0625 ; 0.111111 ; 0.125 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.0625 ; 0.0625 ; 0.125
personne bn:00046516n ; 0.121212 ; 0.208333 ; 0.163265 ; 0.183908 ; 0.0645161 ; 0.125 ; 0.102564 ; 0.16 ; 0.10596 ; 0.191617 ; 0.173913 ; 0.666667 ; 0.219178 ; 0.101266 ; 0.380952 ; 0.0571429 ; 0.1 ; 0.242424 ; 0.117647 ; 0.198718 ; 0.0333333 ; 0.355556 ; 0.0792079 ; 0.216216 ; 1 ; 0.091954 ; 0.36478 ; 0.121212 ; 0.121212 ; 0.0344828 ; 0.057971 ; 0.122137 ; 0.1 ; 0.137931 ; 0.121212 ; 0.275862 ; 0.121212 ; 0.137931 ; 0.0689655 ; 0.057971 ; 0.216216 ; 0.0689655 ; 0.0344828 ; 0.0571429 ; 0.163265 ; 0.216216 ; 0.537037 ; 0.0333333 ; 0.137931 ; 0.137931 ; 0.121212 ; 0.216216 ; 0.0333333 ; 0.137931 ; 0.163265 ; 0.156863 ; 0.121212 ; 0.121212 ; 0.121212 ; 0.0344828 ; 0.137931 ; 0.275862 ; 0.0169492 ; 0.0344828 ; 0.0645161 ; 0.0344828 ; 0.03125 ; 0.0333333 ; 0.0169492 ; 0.0163934 ; 0.0689655 ; 0.0344828 ; 0.0333333 ; 0.0689655 ; 0.0169492 ; 0.0169492 ; 0.0333333
méthode post bn:00045088n ; 0.177778 ; 0.318966 ; 0.207792 ; 0.108108 ; 0.0465116 ; 0.0851064 ; 0.140351 ; 0.091954 ; 0.0895522 ; 0.155844 ; 0.101266 ; 0.0689655 ; 0.133333 ; 0.186047 ; 0.043956 ; 0.0816327 ; 0.313725 ; 0.0701754 ; 0.0650407 ; 0.185714 ; 0.108108 ; 0.0860215 ; 0.222222 ; 0.131148 ; 0.091954 ; 1 ; 0.0888889 ; 0.0816327 ; 0.0816327 ; 0.0263158 ; 0.0833333 ; 0.0677966 ; 0.0634921 ; 0.0465116 ; 0.177778 ; 0.0816327 ; 0.0816327 ; 0.097561 ; 0.0512821 ; 0.0833333 ; 0.131148 ; 0.0512821 ; 0.0263158 ; 0.177778 ; 0.207792 ; 0.131148 ; 0.124031 ; 0.0512821 ; 0.0465116 ; 0.0465116 ; 0.0816327 ; 0.131148 ; 0.0512821 ; 0.0465116 ; 0.0941176 ; 0.24359 ; 0.0816327 ; 0.177778 ; 0.0816327 ; 0.0263158 ; 0.0465116 ; 0.177778 ; 0.0540541 ; 0.0540541 ; 0.216216 ; 0.0263158 ; 0.097561 ; 0.108108 ; 0.0540541 ; 0.108108 ; 0.0512821 ; 0.0540541 ; 0.0512821 ; 0.0512821 ; 0.0540541 ; 0.0540541 ; 0.108108
fermeture bn:16858148n ; 0.100629 ; 0.267281 ; 0.174863 ; 0.283019 ; 0.0503145 ; 0.0484848 ; 0.0446927 ; 0.36478 ; 0.27619 ; 0.271186 ; 0.180791 ; 0.54717 ; 0.194969 ; 0.25 ; 0.36478 ; 0.100629 ; 0.0924855 ; 0.0958084 ; 0.297436 ; 0.425743 ; 0.0251572 ; 0.402516 ; 0.160221 ; 0.201258 ; 0.36478 ; 0.0888889 ; 1 ; 0.100629 ; 0.100629 ; 0.0125786 ; 0.0943396 ; 0.305263 ; 0.0924855 ; 0.0503145 ; 0.100629 ; 0.100629 ; 0.100629 ; 0.0503145 ; 0.0251572 ; 0.0481928 ; 0.201258 ; 0.0251572 ; 0.0125786 ; 0.0479042 ; 0.174863 ; 0.0914286 ; 0.679245 ; 0.0251572 ; 0.0503145 ; 0.0503145 ; 0.100629 ; 0.201258 ; 0.0251572 ; 0.0503145 ; 0.174863 ; 0.15873 ; 0.100629 ; 0.100629 ; 0.100629 ; 0.0125786 ; 0.0503145 ; 0.100629 ; 0.00625 ; 0.0125786 ; 0.0245399 ; 0.0125786 ; 0.0245399 ; 0.0251572 ; 0.0125786 ; 0.0124224 ; 0.0251572 ; 0.0125786 ; 0.0251572 ; 0.0251572 ; 0.0125786 ; 0.0125786 ; 0.0251572
machine bn:00054050n ; 0.333333 ; 0.0645161 ; 0.125 ; 0.150943 ; 0.0909091 ; 0.153846 ; 0.1 ; 0.121212 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.0842105 ; 0.205128 ; 0.137931 ; 0.121212 ; 0.0666667 ; 0.210526 ; 0.111111 ; 0.170213 ; 0.124031 ; 0.25 ; 0.25 ; 0.135593 ; 0.5 ; 0.121212 ; 0.0816327 ; 0.100629 ; 1 ; 0.333333 ; 0.125 ; 0.347826 ; 0.0824742 ; 0.0952381 ; 0.2 ; 0.333333 ; 0.0666667 ; 1 ; 0.2 ; 0.111111 ; 0.347826 ; 0.5 ; 0.25 ; 0.125 ; 0.333333 ; 0.125 ; 0.0909091 ; 0.148148 ; 0.25 ; 0.2 ; 0.5 ; 1 ; 0.5 ; 0.25 ; 0.2 ; 0.285714 ; 0.0555556 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.2 ; 0.142857 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.125 ; 0.2 ; 0.25 ; 0.125 ; 0.111111 ; 0.25 ; 0.125 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111
mysql bn:01225760n ; 0.333333 ; 0.137931 ; 0.285714 ; 0.0701754 ; 0.2 ; 0.363636 ; 0.222222 ; 0.121212 ; 0.0683761 ; 0.113475 ; 0.32 ; 0.0842105 ; 0.205128 ; 0.0645161 ; 0.121212 ; 0.142857 ; 0.210526 ; 0.111111 ; 0.170213 ; 0.0583942 ; 0.25 ; 0.25 ; 0.0634921 ; 0.2 ; 0.121212 ; 0.0816327 ; 0.100629 ; 0.333333 ; 1 ; 0.0588235 ; 0.148148 ; 0.0824742 ; 0.210526 ; 0.0909091 ; 0.142857 ; 0.0666667 ; 0.333333 ; 0.0909091 ; 0.0526316 ; 0.148148 ; 0.2 ; 0.111111 ; 0.0588235 ; 0.333333 ; 0.285714 ; 0.0909091 ; 0.148148 ; 0.25 ; 0.0909091 ; 0.2 ; 0.333333 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.285714 ; 0.117647 ; 1 ; 0.142857 ; 0.333333 ; 0.0588235 ; 0.0909091 ; 0.0666667 ; 0.0588235 ; 0.125 ; 0.0909091 ; 0.125 ; 0.2 ; 0.25 ; 0.125 ; 0.111111 ; 0.25 ; 0.125 ; 0.25 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111
salaire bn:15928884n ; 0.0588235 ; 0.00854701 ; 0.0175439 ; 0.0444444 ; 0.111111 ; 0.0666667 ; 0.0344828 ; 0.0344828 ; 0.0183486 ; 0.0141844 ; 0.04 ; 0.0229885 ; 0.0645161 ; 0.0172414 ; 0.0344828 ; 0.0588235 ; 0.0322581 ; 0.0833333 ; 0.0212766 ; 0.0155039 ; 0.2 ; 0.03125 ; 0.0392157 ; 0.0625 ; 0.0344828 ; 0.0263158 ; 0.0125786 ; 0.125 ; 0.0588235 ; 1 ; 0.133333 ; 0.0224719 ; 0.0322581 ; 0.25 ; 0.125 ; 0.125 ; 0.125 ; 0.25 ; 0.5 ; 0.133333 ; 0.0625 ; 0.5 ; 1 ; 0.0588235 ; 0.0175439 ; 0.0625 ; 0.0185185 ; 0.2 ; 0.25 ; 0.25 ; 0.125 ; 0.0625 ; 0.5 ; 0.25 ; 0.0357143 ; 0.0163934 ; 0.0588235 ; 0.125 ; 0.125 ; 1 ; 0.25 ; 0.125 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.111111 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2
