X ; page web bn:00080778n ; navigateur bn:00013447n ; serveur web bn:02705179n ; fichier bn:00021475n ; client bn:00019764n ; base de donnée bn:00025333n ; donnée bn:00025314n ; php bn:01753580n ; code bn:00020354n ; texte bn:00076732n ; concerner bn:00083240v ; commentaire bn:00020978n ; délimiter bn:00086464v ; fois bn:00032768n ; url bn:00079080n ; case à cocher bn:03157691n ; post bn:01500184n ; nombre bn:00058285n ; text bn:14981519n ; langage bn:00049910n ; zones bn:00005513n ; utilisateur bn:00079373n ; case bn:04777941n ; associer bn:00082868v ; personne bn:00046516n ; méthode post bn:00045088n ; fermeture bn:16858148n ; machine bn:00054050n ; mysql bn:01225760n ; salaire bn:15928884n ; jour bn:00000086n ; programmation bn:00021493n ; site bn:00047172n ; france bn:00036202n ; langage de script bn:01431715n ; interpréter bn:00089840v ; côté serveur bn:03816678n ; serveur bn:00044916n ; côté client bn:03163702n ; typage bn:00016413n ; foreach bn:03463379n ; pointeur bn:03222272n ; list bn:04720346n ; casse bn:03225002n ; méthode bn:01641329n ; cle bn:04756252n ; mot bn:00081546n ; timestamp bn:03603649n ; session bn:03751534n ; chaîne bn:00074685n ; opérateur bn:16281811n ; classe bn:03608262n ; moteur bn:00030850n ; xml bn:02771436n ; entête bn:00043309n ; echo bn:03626250n ; files bn:00065682n ; class bn:03598962n ; affiche bn:00087013v ; configuration bn:03088982n ; insert bn:03795444n ; varchar bn:01838409n ; transaction bn:01403911n ; valeur bn:00079508n ; visiteur bn:03106425n ; composer bn:14766022n ; doctype bn:15839327n ; mysqli bn:01438356n ; null bn:15898583n ; généralité bn:00041249n ; autre bn:00108013a ; avoir accès bn:00082209v ; bienvenue bn:00080852n ; paris bn:00015540n
zones bn:00005513n ; 0.25 ; 0.0555556 ; 0.0714286 ; 0.0714286 ; 0.2 ; 0.125 ; 0.0666667 ; 0.125 ; 0.0289855 ; 0.05 ; 0.142857 ; 0.0392157 ; 0.25 ; 0.0526316 ; 0.0588235 ; 0.111111 ; 0.133333 ; 0.0588235 ; 0.0689655 ; 0.0481928 ; 1 ; 0.125 ; 0.133333 ; 0.25 ; 0.0625 ; 0.108108 ; 0.0421053 ; 0.5 ; 0.25 ; 0.2 ; 0.5 ; 0.0363636 ; 0.0625 ; 0.2 ; 0.2 ; 0.142857 ; 0.25 ; 0.0689655 ; 0.5 ; 0.25 ; 0.0714286 ; 0.5 ; 0.2 ; 0.2 ; 0.03125 ; 0.111111 ; 0.133333 ; 0.2 ; 0.25 ; 0.111111 ; 0.5 ; 0.25 ; 0.5 ; 1 ; 0.5 ; 0.5 ; 0.333333 ; 0.142857 ; 0.5 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.5 ; 0.5 ; 0.333333 ; 0.0909091 ; 0.142857 ; 0.142857 ; 0.5 ; 0.5 ; 0.333333 ; 0.5 ; 0.2
utilisateur bn:00079373n ; 0.2 ; 0.181818 ; 0.571429 ; 0.16 ; 0.111111 ; 0.210526 ; 0.153846 ; 0.333333 ; 0.192771 ; 0.4 ; 0.363636 ; 0.246154 ; 0.2 ; 0.173913 ; 0.333333 ; 0.2 ; 0.347826 ; 0.0952381 ; 0.216216 ; 0.161616 ; 0.125 ; 1 ; 0.148148 ; 0.5 ; 0.347826 ; 0.131148 ; 0.336842 ; 0.25 ; 0.5 ; 0.030303 ; 0.111111 ; 0.231884 ; 0.148148 ; 0.030303 ; 0.111111 ; 0.0588235 ; 0.5 ; 0.551724 ; 0.25 ; 0.2 ; 0.571429 ; 0.0625 ; 0.111111 ; 0.0625 ; 0.205128 ; 0.2 ; 0.347826 ; 0.111111 ; 0.5 ; 0.2 ; 0.0625 ; 0.5 ; 0.25 ; 0.125 ; 0.25 ; 0.0625 ; 0.0588235 ; 0.125 ; 0.25 ; 0.125 ; 0.111111 ; 0.125 ; 0.125 ; 0.0625 ; 0.111111 ; 0.125 ; 0.111111 ; 0.125 ; 0.125 ; 0.0625 ; 0.0625 ; 0.125 ; 0.0625 ; 0.0625
case bn:04777941n ; 0.0952381 ; 0.186047 ; 0.228571 ; 0.166667 ; 0.117647 ; 0.047619 ; 0.0740741 ; 0.347826 ; 0.182927 ; 0.170213 ; 0.0740741 ; 0.112676 ; 0.0952381 ; 0.394737 ; 0.148148 ; 0.210526 ; 0.363636 ; 0.0232558 ; 0.222222 ; 0.361446 ; 0.133333 ; 0.148148 ; 1 ; 0.210526 ; 0.0714286 ; 0.313725 ; 0.146789 ; 0.117647 ; 0.0952381 ; 0.0322581 ; 0.266667 ; 0.220588 ; 0.153846 ; 0.0666667 ; 0.117647 ; 0.030303 ; 0.210526 ; 0.1 ; 0.117647 ; 0.0952381 ; 0.228571 ; 0.0666667 ; 0.266667 ; 0.0322581 ; 0.0952381 ; 0.210526 ; 0.153846 ; 0.117647 ; 0.0952381 ; 0.0952381 ; 0.0666667 ; 0.210526 ; 0.117647 ; 0.133333 ; 0.266667 ; 0.0666667 ; 0.0625 ; 0.0625 ; 0.117647 ; 0.133333 ; 0.117647 ; 0.0625 ; 0.0625 ; 0.0666667 ; 0.117647 ; 0.0625 ; 0.0555556 ; 0.0625 ; 0.0625 ; 0.0666667 ; 0.0666667 ; 0.133333 ; 0.0666667 ; 0.0666667
associer bn:00082868v ; 0.333333 ; 0.222222 ; 0.285714 ; 0.235294 ; 0.0909091 ; 0.153846 ; 0.1 ; 0.2 ; 0.106667 ; 0.2 ; 0.222222 ; 0.140351 ; 0.142857 ; 0.210526 ; 0.2 ; 0.142857 ; 0.533333 ; 0.0714286 ; 0.121212 ; 0.192771 ; 0.25 ; 0.5 ; 0.210526 ; 1 ; 0.210526 ; 0.177778 ; 0.168421 ; 0.5 ; 0.333333 ; 0.0588235 ; 0.2 ; 0.131148 ; 0.0952381 ; 0.0588235 ; 0.2 ; 0.111111 ; 1 ; 0.275862 ; 0.5 ; 0.333333 ; 0.285714 ; 0.125 ; 0.2 ; 0.125 ; 0.114286 ; 0.142857 ; 0.210526 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 1 ; 0.5 ; 0.25 ; 0.5 ; 0.125 ; 0.111111 ; 0.25 ; 0.2 ; 0.25 ; 0.2 ; 0.25 ; 0.25 ; 0.125 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.25 ; 0.25 ; 0.125 ; 0.125 ; 0.25 ; 0.125 ; 0.125
personne bn:00046516n ; 0.210526 ; 0.186047 ; 0.228571 ; 0.166667 ; 0.117647 ; 0.222222 ; 0.16 ; 0.148148 ; 0.0898876 ; 0.170213 ; 0.16 ; 0.612245 ; 0.210526 ; 0.0816327 ; 0.347826 ; 0.0952381 ; 0.153846 ; 0.222222 ; 0.1 ; 0.164948 ; 0.0625 ; 0.347826 ; 0.0714286 ; 0.210526 ; 1 ; 0.135593 ; 0.315789 ; 0.117647 ; 0.210526 ; 0.0666667 ; 0.0555556 ; 0.106667 ; 0.153846 ; 0.0322581 ; 0.0555556 ; 0.133333 ; 0.210526 ; 0.517241 ; 0.117647 ; 0.0952381 ; 0.228571 ; 0.0666667 ; 0.117647 ; 0.0666667 ; 0.210526 ; 0.210526 ; 0.153846 ; 0.0555556 ; 0.210526 ; 0.210526 ; 0.0666667 ; 0.210526 ; 0.117647 ; 0.0625 ; 0.117647 ; 0.0322581 ; 0.030303 ; 0.133333 ; 0.117647 ; 0.133333 ; 0.266667 ; 0.133333 ; 0.133333 ; 0.0666667 ; 0.117647 ; 0.0625 ; 0.266667 ; 0.133333 ; 0.133333 ; 0.0322581 ; 0.0322581 ; 0.0625 ; 0.0322581 ; 0.0666667
méthode post bn:00045088n ; 0.177778 ; 0.513889 ; 0.207792 ; 0.145455 ; 0.0465116 ; 0.0851064 ; 0.140351 ; 0.131148 ; 0.130435 ; 0.258065 ; 0.140351 ; 0.102564 ; 0.177778 ; 0.269663 ; 0.0615385 ; 0.0816327 ; 0.313725 ; 0.0851064 ; 0.091954 ; 0.276596 ; 0.108108 ; 0.131148 ; 0.313725 ; 0.177778 ; 0.135593 ; 1 ; 0.137931 ; 0.097561 ; 0.0816327 ; 0.0540541 ; 0.097561 ; 0.097561 ; 0.0634921 ; 0.0540541 ; 0.097561 ; 0.0512821 ; 0.177778 ; 0.202532 ; 0.097561 ; 0.177778 ; 0.207792 ; 0.0540541 ; 0.216216 ; 0.0263158 ; 0.2375 ; 0.177778 ; 0.135593 ; 0.097561 ; 0.0816327 ; 0.177778 ; 0.0540541 ; 0.177778 ; 0.097561 ; 0.108108 ; 0.216216 ; 0.0540541 ; 0.108108 ; 0.0512821 ; 0.097561 ; 0.108108 ; 0.216216 ; 0.0512821 ; 0.0512821 ; 0.0540541 ; 0.216216 ; 0.0512821 ; 0.097561 ; 0.0512821 ; 0.0512821 ; 0.0540541 ; 0.0540541 ; 0.108108 ; 0.0540541 ; 0.0540541
fermeture bn:16858148n ; 0.168421 ; 0.237037 ; 0.268908 ; 0.273684 ; 0.0842105 ; 0.0792079 ; 0.0695652 ; 0.336842 ; 0.246154 ; 0.223776 ; 0.149533 ; 0.515789 ; 0.168421 ; 0.230216 ; 0.336842 ; 0.168421 ; 0.146789 ; 0.0792079 ; 0.264463 ; 0.412698 ; 0.0421053 ; 0.336842 ; 0.146789 ; 0.168421 ; 0.315789 ; 0.137931 ; 1 ; 0.0842105 ; 0.168421 ; 0.0210526 ; 0.0842105 ; 0.275862 ; 0.146789 ; 0.0104167 ; 0.040404 ; 0.0421053 ; 0.168421 ; 0.610526 ; 0.0842105 ; 0.0776699 ; 0.268908 ; 0.0210526 ; 0.040404 ; 0.0210526 ; 0.23622 ; 0.0776699 ; 0.146789 ; 0.040404 ; 0.168421 ; 0.168421 ; 0.0210526 ; 0.168421 ; 0.0842105 ; 0.0421053 ; 0.0842105 ; 0.0210526 ; 0.0206186 ; 0.0421053 ; 0.0842105 ; 0.0421053 ; 0.0842105 ; 0.0421053 ; 0.0421053 ; 0.0210526 ; 0.0842105 ; 0.0421053 ; 0.0842105 ; 0.0421053 ; 0.0421053 ; 0.0210526 ; 0.0210526 ; 0.0421053 ; 0.0210526 ; 0.0210526
machine bn:00054050n ; 0.5 ; 0.111111 ; 0.142857 ; 0.133333 ; 0.142857 ; 0.222222 ; 0.125 ; 0.111111 ; 0.056338 ; 0.1 ; 0.285714 ; 0.0754717 ; 0.2 ; 0.105263 ; 0.111111 ; 0.0909091 ; 0.266667 ; 0.1 ; 0.137931 ; 0.0963855 ; 0.5 ; 0.25 ; 0.117647 ; 0.5 ; 0.117647 ; 0.097561 ; 0.0842105 ; 1 ; 0.5 ; 0.111111 ; 0.333333 ; 0.0701754 ; 0.117647 ; 0.111111 ; 0.333333 ; 0.2 ; 0.5 ; 0.137931 ; 1 ; 0.5 ; 0.142857 ; 0.25 ; 0.142857 ; 0.25 ; 0.0606061 ; 0.0909091 ; 0.266667 ; 0.333333 ; 0.5 ; 0.2 ; 0.25 ; 0.5 ; 1 ; 0.5 ; 0.333333 ; 0.25 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.142857 ; 0.5 ; 0.5 ; 0.25 ; 0.333333 ; 0.2 ; 0.0666667 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.2 ; 0.25 ; 0.111111
mysql bn:01225760n ; 0.333333 ; 0.1 ; 0.285714 ; 0.105263 ; 0.2 ; 0.363636 ; 0.222222 ; 0.2 ; 0.106667 ; 0.2 ; 0.571429 ; 0.140351 ; 0.333333 ; 0.0952381 ; 0.2 ; 0.142857 ; 0.210526 ; 0.153846 ; 0.275862 ; 0.0879121 ; 0.25 ; 0.5 ; 0.0952381 ; 0.333333 ; 0.210526 ; 0.0816327 ; 0.168421 ; 0.5 ; 1 ; 0.0588235 ; 0.2 ; 0.131148 ; 0.210526 ; 0.0588235 ; 0.2 ; 0.111111 ; 0.333333 ; 0.275862 ; 0.5 ; 0.333333 ; 0.285714 ; 0.125 ; 0.0909091 ; 0.125 ; 0.114286 ; 0.142857 ; 0.533333 ; 0.2 ; 1 ; 0.142857 ; 0.125 ; 0.333333 ; 0.5 ; 0.25 ; 0.2 ; 0.125 ; 0.111111 ; 0.111111 ; 0.5 ; 0.111111 ; 0.0909091 ; 0.25 ; 0.25 ; 0.125 ; 0.2 ; 0.25 ; 0.0909091 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111 ; 0.125 ; 0.0588235
salaire bn:15928884n ; 0.125 ; 0.0277778 ; 0.0175439 ; 0.0769231 ; 0.111111 ; 0.0666667 ; 0.0344828 ; 0.030303 ; 0.0147059 ; 0.0123457 ; 0.0344828 ; 0.0408163 ; 0.125 ; 0.012987 ; 0.030303 ; 0.0588235 ; 0.0322581 ; 0.142857 ; 0.0169492 ; 0.0240964 ; 0.2 ; 0.030303 ; 0.0322581 ; 0.0588235 ; 0.0666667 ; 0.0540541 ; 0.0210526 ; 0.111111 ; 0.0588235 ; 1 ; 0.111111 ; 0.0185185 ; 0.0322581 ; 0.333333 ; 0.111111 ; 0.5 ; 0.0588235 ; 0.0344828 ; 0.111111 ; 0.0588235 ; 0.0175439 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.0322581 ; 0.0588235 ; 0.0322581 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.333333 ; 0.0588235 ; 0.111111 ; 0.2 ; 0.111111 ; 0.333333 ; 0.2 ; 0.2 ; 0.111111 ; 0.2 ; 0.25 ; 0.2 ; 0.2 ; 0.333333 ; 0.25 ; 0.2 ; 0.25 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333
jour bn:00000086n ; 0.2 ; 0.0526316 ; 0.0666667 ; 0.133333 ; 0.333333 ; 0.1 ; 0.0588235 ; 0.25 ; 0.056338 ; 0.047619 ; 0.125 ; 0.0754717 ; 0.2 ; 0.105263 ; 0.111111 ; 0.2 ; 0.117647 ; 0.047619 ; 0.137931 ; 0.0963855 ; 0.5 ; 0.111111 ; 0.266667 ; 0.2 ; 0.0555556 ; 0.097561 ; 0.0842105 ; 0.333333 ; 0.2 ; 0.111111 ; 1 ; 0.0701754 ; 0.117647 ; 0.111111 ; 0.142857 ; 0.0909091 ; 0.2 ; 0.0645161 ; 0.333333 ; 0.2 ; 0.0666667 ; 0.25 ; 0.142857 ; 0.111111 ; 0.0294118 ; 0.0909091 ; 0.117647 ; 0.142857 ; 0.2 ; 0.0909091 ; 0.25 ; 0.2 ; 0.333333 ; 0.5 ; 0.333333 ; 0.25 ; 0.2 ; 0.0909091 ; 0.333333 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.25 ; 0.333333 ; 0.2 ; 0.0666667 ; 0.0909091 ; 0.0909091 ; 0.25 ; 0.25 ; 0.2 ; 0.25 ; 0.111111
programmation bn:00021493n ; 0.0615385 ; 0.136364 ; 0.345679 ; 0.253968 ; 0.0701754 ; 0.0634921 ; 0.109589 ; 0.231884 ; 0.791045 ; 0.266667 ; 0.109589 ; 0.186047 ; 0.0615385 ; 0.29 ; 0.231884 ; 0.301887 ; 0.220588 ; 0.0634921 ; 0.353659 ; 0.271028 ; 0.0363636 ; 0.231884 ; 0.220588 ; 0.131148 ; 0.106667 ; 0.097561 ; 0.275862 ; 0.0701754 ; 0.131148 ; 0.0185185 ; 0.0701754 ; 1 ; 0.220588 ; 0.0377358 ; 0.150943 ; 0.0363636 ; 0.131148 ; 0.168421 ; 0.0701754 ; 0.0615385 ; 0.345679 ; 0.0185185 ; 0.0701754 ; 0.0377358 ; 0.321839 ; 0.131148 ; 0.220588 ; 0.150943 ; 0.131148 ; 0.131148 ; 0.0185185 ; 0.131148 ; 0.0701754 ; 0.0363636 ; 0.0701754 ; 0.0377358 ; 0.0363636 ; 0.0754717 ; 0.0701754 ; 0.0363636 ; 0.0338983 ; 0.0363636 ; 0.0363636 ; 0.0185185 ; 0.0338983 ; 0.0754717 ; 0.0701754 ; 0.0754717 ; 0.0754717 ; 0.0377358 ; 0.0377358 ; 0.0754717 ; 0.0377358 ; 0.0377358
site bn:00047172n ; 0.0952381 ; 0.0851064 ; 0.228571 ; 0.0769231 ; 0.266667 ; 0.222222 ; 0.380952 ; 0.148148 ; 0.182927 ; 0.170213 ; 0.16 ; 0.253968 ; 0.0952381 ; 0.177778 ; 0.347826 ; 0.0952381 ; 0.153846 ; 0.1 ; 0.517241 ; 0.164948 ; 0.0625 ; 0.148148 ; 0.153846 ; 0.0952381 ; 0.153846 ; 0.0634921 ; 0.146789 ; 0.117647 ; 0.210526 ; 0.0322581 ; 0.117647 ; 0.220588 ; 1 ; 0.0666667 ; 0.117647 ; 0.0625 ; 0.0952381 ; 0.1 ; 0.117647 ; 0.0952381 ; 0.228571 ; 0.0666667 ; 0.117647 ; 0.0666667 ; 0.0952381 ; 0.210526 ; 0.363636 ; 0.117647 ; 0.210526 ; 0.0454545 ; 0.0666667 ; 0.0952381 ; 0.117647 ; 0.0625 ; 0.0555556 ; 0.0322581 ; 0.030303 ; 0.0625 ; 0.117647 ; 0.0625 ; 0.0555556 ; 0.133333 ; 0.133333 ; 0.0666667 ; 0.0555556 ; 0.0625 ; 0.0555556 ; 0.0625 ; 0.0625 ; 0.0322581 ; 0.0322581 ; 0.030303 ; 0.0322581 ; 0.0322581
france bn:00036202n ; 0.0588235 ; 0.0277778 ; 0.0357143 ; 0.037037 ; 0.111111 ; 0.0666667 ; 0.0714286 ; 0.030303 ; 0.0298507 ; 0.025 ; 0.0344828 ; 0.02 ; 0.0588235 ; 0.0263158 ; 0.030303 ; 0.0588235 ; 0.0666667 ; 0.0666667 ; 0.0344828 ; 0.0240964 ; 0.2 ; 0.030303 ; 0.0666667 ; 0.0588235 ; 0.0322581 ; 0.0540541 ; 0.0104167 ; 0.111111 ; 0.0588235 ; 0.333333 ; 0.111111 ; 0.0377358 ; 0.0666667 ; 1 ; 0.25 ; 0.2 ; 0.0588235 ; 0.0169492 ; 0.111111 ; 0.0588235 ; 0.0357143 ; 0.333333 ; 0.25 ; 0.333333 ; 0.0322581 ; 0.125 ; 0.0666667 ; 0.25 ; 0.0588235 ; 0.0588235 ; 0.333333 ; 0.0588235 ; 0.111111 ; 0.2 ; 0.111111 ; 0.333333 ; 0.2 ; 0.2 ; 0.111111 ; 0.2 ; 0.111111 ; 0.2 ; 0.2 ; 0.333333 ; 0.111111 ; 0.2 ; 0.111111 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333
langage de script bn:01431715n ; 0.2 ; 0.111111 ; 0.142857 ; 0.133333 ; 0.0666667 ; 0.1 ; 0.125 ; 0.0526316 ; 0.119403 ; 0.1 ; 0.125 ; 0.0363636 ; 0.0909091 ; 0.105263 ; 0.0526316 ; 0.0909091 ; 0.266667 ; 0.1 ; 0.137931 ; 0.0963855 ; 0.2 ; 0.111111 ; 0.117647 ; 0.2 ; 0.0555556 ; 0.097561 ; 0.040404 ; 0.333333 ; 0.2 ; 0.111111 ; 0.142857 ; 0.150943 ; 0.117647 ; 0.25 ; 1 ; 0.2 ; 0.2 ; 0.0645161 ; 0.333333 ; 0.2 ; 0.142857 ; 0.111111 ; 0.142857 ; 0.25 ; 0.129032 ; 0.0909091 ; 0.266667 ; 1 ; 0.2 ; 0.2 ; 0.111111 ; 0.2 ; 0.333333 ; 0.2 ; 0.142857 ; 0.25 ; 0.2 ; 0.2 ; 0.142857 ; 0.0909091 ; 0.0666667 ; 0.2 ; 0.2 ; 0.111111 ; 0.142857 ; 0.2 ; 0.0666667 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.2 ; 0.25 ; 0.111111
interpréter bn:00089840v ; 0.25 ; 0.0555556 ; 0.0344828 ; 0.153846 ; 0.0909091 ; 0.125 ; 0.0666667 ; 0.0285714 ; 0.0289855 ; 0.0243902 ; 0.0666667 ; 0.0816327 ; 0.111111 ; 0.025641 ; 0.0588235 ; 0.0526316 ; 0.0625 ; 0.285714 ; 0.0333333 ; 0.0481928 ; 0.142857 ; 0.0588235 ; 0.030303 ; 0.111111 ; 0.133333 ; 0.0512821 ; 0.0421053 ; 0.2 ; 0.111111 ; 0.5 ; 0.0909091 ; 0.0363636 ; 0.0625 ; 0.2 ; 0.2 ; 1 ; 0.111111 ; 0.0689655 ; 0.2 ; 0.111111 ; 0.0344828 ; 0.2 ; 0.0909091 ; 0.5 ; 0.0645161 ; 0.0526316 ; 0.0625 ; 0.2 ; 0.111111 ; 0.25 ; 0.2 ; 0.111111 ; 0.2 ; 0.142857 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.333333 ; 0.0909091 ; 0.142857 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.2
côté serveur bn:03816678n ; 0.333333 ; 0.222222 ; 0.285714 ; 0.235294 ; 0.0909091 ; 0.153846 ; 0.1 ; 0.2 ; 0.106667 ; 0.2 ; 0.222222 ; 0.140351 ; 0.142857 ; 0.210526 ; 0.2 ; 0.142857 ; 0.533333 ; 0.0714286 ; 0.121212 ; 0.192771 ; 0.25 ; 0.5 ; 0.210526 ; 1 ; 0.210526 ; 0.177778 ; 0.168421 ; 0.5 ; 0.333333 ; 0.0588235 ; 0.2 ; 0.131148 ; 0.0952381 ; 0.0588235 ; 0.2 ; 0.111111 ; 1 ; 0.275862 ; 0.5 ; 0.333333 ; 0.285714 ; 0.125 ; 0.2 ; 0.125 ; 0.114286 ; 0.142857 ; 0.210526 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 1 ; 0.5 ; 0.25 ; 0.5 ; 0.125 ; 0.111111 ; 0.25 ; 0.2 ; 0.25 ; 0.2 ; 0.25 ; 0.25 ; 0.125 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.25 ; 0.25 ; 0.125 ; 0.125 ; 0.25 ; 0.125 ; 0.125
serveur bn:00044916n ; 0.275862 ; 0.326531 ; 0.390244 ; 0.235294 ; 0.0645161 ; 0.125 ; 0.102564 ; 0.216216 ; 0.146789 ; 0.301887 ; 0.228571 ; 0.38961 ; 0.275862 ; 0.135593 ; 0.216216 ; 0.121212 ; 0.222222 ; 0.125 ; 0.16 ; 0.293578 ; 0.0689655 ; 0.551724 ; 0.1 ; 0.275862 ; 0.517241 ; 0.202532 ; 0.610526 ; 0.137931 ; 0.275862 ; 0.0344828 ; 0.0645161 ; 0.168421 ; 0.1 ; 0.0169492 ; 0.0645161 ; 0.0689655 ; 0.275862 ; 1 ; 0.137931 ; 0.121212 ; 0.390244 ; 0.0344828 ; 0.0645161 ; 0.0344828 ; 0.333333 ; 0.121212 ; 0.222222 ; 0.0645161 ; 0.275862 ; 0.275862 ; 0.0344828 ; 0.275862 ; 0.137931 ; 0.0689655 ; 0.137931 ; 0.0344828 ; 0.0333333 ; 0.0689655 ; 0.137931 ; 0.0689655 ; 0.137931 ; 0.0689655 ; 0.0689655 ; 0.0344828 ; 0.137931 ; 0.0689655 ; 0.137931 ; 0.0689655 ; 0.0689655 ; 0.0344828 ; 0.0344828 ; 0.0689655 ; 0.0344828 ; 0.0344828
côté client bn:03163702n ; 0.5 ; 0.111111 ; 0.142857 ; 0.133333 ; 0.142857 ; 0.222222 ; 0.125 ; 0.111111 ; 0.056338 ; 0.1 ; 0.285714 ; 0.0754717 ; 0.2 ; 0.105263 ; 0.111111 ; 0.0909091 ; 0.266667 ; 0.1 ; 0.137931 ; 0.0963855 ; 0.5 ; 0.25 ; 0.117647 ; 0.5 ; 0.117647 ; 0.097561 ; 0.0842105 ; 1 ; 0.5 ; 0.111111 ; 0.333333 ; 0.0701754 ; 0.117647 ; 0.111111 ; 0.333333 ; 0.2 ; 0.5 ; 0.137931 ; 1 ; 0.5 ; 0.142857 ; 0.25 ; 0.142857 ; 0.25 ; 0.0606061 ; 0.0909091 ; 0.266667 ; 0.333333 ; 0.5 ; 0.2 ; 0.25 ; 0.5 ; 1 ; 0.5 ; 0.333333 ; 0.25 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.142857 ; 0.5 ; 0.5 ; 0.25 ; 0.333333 ; 0.2 ; 0.0666667 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.2 ; 0.25 ; 0.111111
typage bn:00016413n ; 0.333333 ; 0.222222 ; 0.125 ; 0.105263 ; 0.0909091 ; 0.363636 ; 0.222222 ; 0.0909091 ; 0.106667 ; 0.2 ; 0.571429 ; 0.0655738 ; 0.142857 ; 0.210526 ; 0.0909091 ; 0.0666667 ; 0.210526 ; 0.153846 ; 0.121212 ; 0.0879121 ; 0.25 ; 0.2 ; 0.0952381 ; 0.333333 ; 0.0952381 ; 0.177778 ; 0.0776699 ; 0.5 ; 0.333333 ; 0.0588235 ; 0.2 ; 0.0615385 ; 0.0952381 ; 0.0588235 ; 0.2 ; 0.111111 ; 0.333333 ; 0.121212 ; 0.5 ; 1 ; 0.125 ; 0.125 ; 0.0909091 ; 0.125 ; 0.114286 ; 0.0666667 ; 0.210526 ; 0.2 ; 0.333333 ; 0.142857 ; 0.125 ; 0.333333 ; 0.5 ; 0.25 ; 0.2 ; 0.125 ; 0.25 ; 0.111111 ; 0.2 ; 0.111111 ; 0.0909091 ; 0.25 ; 0.25 ; 0.125 ; 0.2 ; 0.111111 ; 0.0434783 ; 0.111111 ; 0.111111 ; 0.125 ; 0.125 ; 0.111111 ; 0.125 ; 0.0588235
foreach bn:03463379n ; 0.125 ; 0.306122 ; 1 ; 0.108108 ; 0.0666667 ; 0.129032 ; 0.235294 ; 0.222222 ; 0.294737 ; 0.7 ; 0.235294 ; 0.179775 ; 0.125 ; 0.294118 ; 0.222222 ; 0.125 ; 0.535714 ; 0.0606061 ; 0.357143 ; 0.275229 ; 0.0714286 ; 0.571429 ; 0.228571 ; 0.285714 ; 0.228571 ; 0.207792 ; 0.268908 ; 0.142857 ; 0.285714 ; 0.0175439 ; 0.0666667 ; 0.345679 ; 0.228571 ; 0.0357143 ; 0.142857 ; 0.0344828 ; 0.285714 ; 0.390244 ; 0.142857 ; 0.125 ; 1 ; 0.0357143 ; 0.142857 ; 0.0357143 ; 0.311111 ; 0.285714 ; 0.535714 ; 0.142857 ; 0.285714 ; 0.125 ; 0.0357143 ; 0.285714 ; 0.142857 ; 0.0714286 ; 0.142857 ; 0.0357143 ; 0.0344828 ; 0.0714286 ; 0.142857 ; 0.0714286 ; 0.0666667 ; 0.0714286 ; 0.0714286 ; 0.0357143 ; 0.0666667 ; 0.0714286 ; 0.0666667 ; 0.0714286 ; 0.0714286 ; 0.0357143 ; 0.0357143 ; 0.0714286 ; 0.0357143 ; 0.0357143
