cours;0.0;0.0;0.0;"(0, 4)";bn:00023310n
opérateur;0.0;0.0;0.0;"(4998, 5006)";bn:00059141n
assignation;1.0;0.00980392156862745;1.8190814366377553E-6;"(5010, 5020)";bn:17172541n
opérateur;0.0;0.0;0.0;"(5135, 5143)";bn:00059141n
opérateur;0.0;0.0;0.0;"(5271, 5279)";bn:00059141n
opérateur;0.0;0.0;0.0;"(5405, 5413)";bn:00059141n
erreur;0.0;0.0;0.0;"(5417, 5422)";bn:00031485n
opérateur;0.0;0.0;0.0;"(5547, 5555)";bn:00059141n
exécution;0.0;0.0;0.0;"(5559, 5567)";bn:00019966n
opérateur;0.0;0.0;0.0;"(5686, 5694)";bn:00059141n
opérateur;0.0;0.0;0.0;"(5810, 5818)";bn:00059141n
opérateur;0.0;0.0;0.0;"(5950, 5958)";bn:00059141n
opérateur;0.0;0.0;0.0;"(6087, 6095)";bn:00059141n
tableaux;0.0;0.0;0.0;"(6100, 6107)";bn:00011012n
notion;0.0;0.0;0.0;"(6222, 6227)";bn:00009717n
expression;0.0;0.0;0.0;"(6231, 6240)";bn:00006386n
structure;0.0;0.0;0.0;"(6364, 6372)";bn:00022071n
contrôle;0.0;0.0;0.0;"(6377, 6384)";bn:00022284n
6.1;0.0;0.0;0.0;"(6501, 6503)";bn:04797142n
courir;0.0;0.0;0.0;"(6814, 6819)";bn:00093170v
classique;0.0;0.0;0.0;"(6862, 6870)";bn:00019566n
break;0.0;0.0;0.0;"(7434, 7438)";bn:00009280n
continue;0.0;0.0;0.0;"(7440, 7447)";bn:00085714v
fonctions;0.0;0.0;0.0;"(8006, 8014)";bn:00036821n
portée;0.0;0.0;0.0;"(8163, 8168)";bn:00003268n
arguments;0.0;0.0;0.0;"(8295, 8303)";bn:00005600n
valeur;0.0;0.0;0.0;"(8440, 8445)";bn:00029680n
retour;0.0;0.0;0.0;"(8450, 8455)";bn:00046318n
fonction;0.0;0.0;0.0;"(8583, 8590)";bn:00036821n
internes;0.0;0.0;0.0;"(8592, 8599)";bn:00105131a
gestion;0.0;0.0;0.0;"(8722, 8728)";bn:00053116n
formulaire;0.0;0.0;0.0;"(8730, 8739)";bn:14352118n
récupération;0.0;0.0;0.0;"(8996, 9007)";bn:00019621n
tableau;0.0;0.0;0.0;"(9013, 9019)";bn:00011012n
récupération;0.0;0.0;0.0;"(9134, 9145)";bn:00019621n
utiliser;0.0;0.0;0.0;"(9274, 9281)";bn:00082705v
tableaux;0.0;0.0;0.0;"(9283, 9290)";bn:00011012n
date;0.0;0.0;0.0;"(9410, 9413)";bn:00025336n
heure;0.0;0.0;0.0;"(9415, 9419)";bn:00000127n
localisation;0.0;0.0;0.0;"(9560, 9571)";bn:01869564n
récupérer;0.0;0.0;0.0;"(9706, 9714)";bn:00085750v
date;0.0;0.0;0.0;"(9716, 9719)";bn:00025336n
heure;0.0;0.0;0.0;"(9723, 9727)";bn:00000127n
date;0.0;0.0;0.0;"(9840, 9843)";bn:00025336n
locale;0.0;0.0;0.0;"(9989, 9994)";bn:00106108a
retour;0.0;0.0;0.0;"(10120, 10125)";bn:00046318n
tableau;0.0;0.0;0.0;"(10131, 10137)";bn:00011012n
heure;0.0;0.0;0.0;"(10253, 10257)";bn:00000127n
récupérer;0.0;0.0;0.0;"(10385, 10393)";bn:00085750v
importe;0.0;0.0;0.0;"(10397, 10403)";bn:00089626v
date;0.0;0.0;0.0;"(10405, 10408)";bn:00025336n
présentation;0.0;0.0;0.0;"(10663, 10674)";bn:00064213n
outils;0.0;0.0;0.0;"(10808, 10813)";bn:00077585n
créer;0.0;0.0;0.0;"(11229, 11233)";bn:00086008v
base;0.0;0.0;0.0;"(11238, 11241)";bn:00008786n
droits;0.0;0.0;0.0;"(11383, 11388)";bn:00067807n
créer;0.0;0.0;0.0;"(11509, 11513)";bn:00086008v
tables;0.0;0.0;0.0;"(11524, 11529)";bn:00075813n
type;0.0;0.0;0.0;"(11640, 11643)";bn:00016413n
type;0.0;0.0;0.0;"(11774, 11777)";bn:00016413n
type;0.0;0.0;0.0;"(11906, 11909)";bn:00016413n
type;0.0;0.0;0.0;"(12034, 12037)";bn:00016413n
type;0.0;0.0;0.0;"(12161, 12164)";bn:00016413n
caractères;0.0;0.0;0.0;"(12166, 12175)";bn:00017748n
type;0.0;0.0;0.0;"(12298, 12301)";bn:00016413n
char;0.0;0.0;0.0;"(12303, 12306)";bn:00005778n
type;0.0;0.0;0.0;"(12426, 12429)";bn:00016413n
type;0.0;0.0;0.0;"(12555, 12558)";bn:00016413n
type;0.0;0.0;0.0;"(12684, 12687)";bn:00016413n
type;0.0;0.0;0.0;"(12815, 12818)";bn:00016413n
date;0.0;0.0;0.0;"(12820, 12823)";bn:00025336n
format;0.0;0.0;0.0;"(12955, 12960)";bn:01156328n
type;0.0;0.0;0.0;"(13083, 13086)";bn:00016413n
type;0.0;0.0;0.0;"(13208, 13211)";bn:00016413n
date;0.0;0.0;0.0;"(13213, 13216)";bn:00025336n
type;0.0;0.0;0.0;"(13338, 13341)";bn:00016413n
type;0.0;0.0;0.0;"(13461, 13464)";bn:00016413n
type;0.0;0.0;0.0;"(13592, 13595)";bn:00016413n
création;0.0;0.0;0.0;"(13720, 13727)";bn:00023652n
courir;0.0;0.0;0.0;"(13854, 13859)";bn:00093170v
type;0.0;0.0;0.0;"(13897, 13900)";bn:00016413n
table;0.0;0.0;0.0;"(13905, 13909)";bn:00075813n
index;0.0;0.0;0.0;"(14011, 14015)";bn:00035811n
création;0.0;0.0;0.0;"(14144, 14151)";bn:00023652n
recherche;0.0;0.0;0.0;"(14279, 14287)";bn:00067280n
recherche;0.0;0.0;0.0;"(14412, 14420)";bn:00067280n
connexion;0.0;0.0;0.0;"(14672, 14680)";bn:00021901n
base;0.0;0.0;0.0;"(14684, 14687)";bn:00008786n
connexion;0.0;0.0;0.0;"(14794, 14802)";bn:00021901n
choix;0.0;0.0;0.0;"(14917, 14921)";bn:00018661n
base;0.0;0.0;0.0;"(14929, 14932)";bn:00008786n
fermeture;0.0;0.0;0.0;"(15047, 15055)";bn:00019944n
connexion;0.0;0.0;0.0;"(15063, 15071)";bn:00021901n
complète;0.0;0.0;0.0;"(15178, 15185)";bn:00100162a
base;0.0;0.0;0.0;"(15195, 15198)";bn:00008786n
requête;0.0;0.0;0.0;"(15284, 15290)";bn:00006362n
exécuter;0.0;0.0;0.0;"(15420, 15427)";bn:00087823v
requête;0.0;0.0;0.0;"(15432, 15438)";bn:00006362n
ligne;0.0;0.0;0.0;"(15556, 15560)";bn:00014457n
ligne;0.0;0.0;0.0;"(15678, 15682)";bn:00014457n
récupérer;0.0;0.0;0.0;"(15789, 15797)";bn:00085750v
résultats;0.0;0.0;0.0;"(15799, 15807)";bn:00021961n
insertion;1.0;0.035398230088495575;1.989428673386791E-5;"(15913, 15921)";bn:02234787n
récupération;0.0;0.0;0.0;"(16033, 16044)";bn:00019621n
erreurs;0.0;0.0;0.0;"(16046, 16052)";bn:00031485n
système;0.0;0.0;0.0;"(16156, 16162)";bn:00075760n
travail;0.0;0.0;0.0;"(16300, 16306)";bn:00049571n
ouverture;0.0;0.0;0.0;"(16439, 16447)";bn:00032579n
lecture;0.0;0.0;0.0;"(16579, 16585)";bn:00066372n
renvoyer;0.0;0.0;0.0;"(17545, 17552)";bn:00088506v
standard;0.0;0.0;0.0;"(17573, 17580)";bn:00055641n
déplacement;0.0;0.0;0.0;"(17796, 17806)";bn:00071061n
rewind;0.8;0.02040816326530612;1.2965417988869188E-5;"(18211, 18216)";bn:03077259n
fin;1.0;0.01020408163265306;6.482708994434594E-6;"(18344, 18346)";bn:00115841r
fermeture;0.0;0.0;0.0;"(18483, 18491)";bn:00019944n
travail;0.0;0.0;0.0;"(18620, 18626)";bn:00049571n
répertoires;0.0;0.0;0.0;"(18632, 18642)";bn:00027375n
répertoire;0.0;0.0;0.0;"(18757, 18766)";bn:00027375n
actuel;0.0;0.0;0.0;"(18768, 18773)";bn:00108977a
déplacer;0.0;0.0;0.0;"(18893, 18900)";bn:00087012v
ouvrir;0.0;0.0;0.0;"(19029, 19034)";bn:00091165v
récupérer;0.0;0.0;0.0;"(19164, 19172)";bn:00085750v
entrées;0.0;0.0;0.0;"(19174, 19180)";bn:00031044n
travail;0.0;0.0;0.0;"(19281, 19287)";bn:00049571n
système;0.0;0.0;0.0;"(19293, 19299)";bn:00075760n
information;0.0;0.0;0.0;"(19414, 19424)";bn:00046698n
action;0.0;0.0;0.0;"(19542, 19547)";bn:00001130n
upload;0.0;0.0;0.0;"(19658, 19663)";bn:14037830n
travail;0.0;0.0;0.0;"(19797, 19803)";bn:00049571n
fonction;0.0;0.0;0.0;"(19946, 19953)";bn:00036821n
gestion;0.0;0.0;0.0;"(20067, 20073)";bn:00053116n
caractère;0.0;0.0;0.0;"(20075, 20083)";bn:00017748n
balise;0.0;0.0;0.0;"(20189, 20194)";bn:00947370n
caractère;0.0;0.0;0.0;"(20196, 20204)";bn:00017748n
spéciaux;0.0;0.0;0.0;"(20206, 20213)";bn:00102635a
fonction;0.0;0.0;0.0;"(20305, 20312)";bn:00036821n
découper;0.0;0.0;0.0;"(20443, 20450)";bn:00082535v
courir;0.0;0.0;0.0;"(20577, 20582)";bn:00093170v
rechercher;0.0;0.0;0.0;"(20620, 20629)";bn:00093455v
cookies;0.0;0.0;0.0;"(20752, 20758)";bn:00024131n
cookies;0.0;0.0;0.0;"(20888, 20894)";bn:00024131n
création;0.0;0.0;0.0;"(21031, 21038)";bn:00023652n
accès;0.0;0.0;0.0;"(21172, 21176)";bn:00000663n
suppression;0.0;0.0;0.0;"(21314, 21324)";bn:00024147n
identification;0.0;0.0;0.0;"(21450, 21463)";bn:00026542n
connexion;0.0;0.0;0.0;"(21591, 21599)";bn:00021901n
utilisation;0.0;0.0;0.0;"(22147, 22157)";bn:00030627n
ouverture;0.0;0.0;0.0;"(22290, 22298)";bn:00032579n
variables;0.0;0.0;0.0;"(22424, 22432)";bn:00079582n
expiration;0.9411764705882353;0.04081632653061224;5.186167195547675E-5;"(22550, 22559)";bn:00026345n
changer;0.0;0.0;0.0;"(22680, 22686)";bn:00082553v
accès;0.0;0.0;0.0;"(22690, 22694)";bn:00000663n
défaut;0.0;0.0;0.0;"(22700, 22705)";bn:00011197n
images;0.0;0.0;0.0;"(22807, 22812)";bn:00045772n
importants;0.0;0.0;0.0;"(22973, 22982)";bn:00104680a
créer;0.0;0.0;0.0;"(23101, 23105)";bn:00086008v
image;0.0;0.0;0.0;"(23110, 23114)";bn:00045772n
type;0.0;0.0;0.0;"(23243, 23246)";bn:00016413n
possibles;0.0;0.0;0.0;"(23248, 23256)";bn:00108829a
création;0.0;0.0;0.0;"(23378, 23385)";bn:00023652n
nouvelle;0.0;0.0;0.0;"(23521, 23528)";bn:00107267a
image;0.0;0.0;0.0;"(23530, 23534)";bn:00045772n
dynamique;0.0;0.0;0.0;"(23536, 23544)";bn:00029296n
récupération;0.0;0.0;0.0;"(23642, 23653)";bn:00019621n
image;0.0;0.0;0.0;"(23661, 23665)";bn:00045772n
existante;0.7567567567567568;0.04081632653061224;9.075792592208432E-5;"(23667, 23675)";bn:00102542a
publication;0.0;0.0;0.0;"(23758, 23768)";bn:00047693n
chargement;0.0;0.0;0.0;"(23897, 23906)";bn:00051677n
autre;0.0;0.0;0.0;"(23912, 23916)";bn:00101268a
page;0.0;0.0;0.0;"(23918, 23921)";bn:00060158n
travailler;0.0;0.0;0.0;"(24017, 24026)";bn:00095812v
images;0.0;0.0;0.0;"(24032, 24037)";bn:00045772n
récupérer;0.0;0.0;0.0;"(24153, 24161)";bn:00085750v
informations;0.0;0.0;0.0;"(24163, 24174)";bn:00046698n
dessin;0.0;0.0;0.0;"(24412, 24417)";bn:00028639n
remplissage;0.0;0.0;0.0;"(24556, 24566)";bn:03416628n
point;0.0;0.0;0.0;"(24688, 24692)";bn:00026622n
ligne;0.0;0.0;0.0;"(24825, 24829)";bn:00014457n
cercle;0.0;0.0;0.0;"(25096, 25101)";bn:00019169n
ellipse;0.0;0.0;0.0;"(25104, 25110)";bn:00030406n
texte;0.0;0.0;0.0;"(25362, 25366)";bn:00076732n
simple;0.0;0.0;0.0;"(25368, 25373)";bn:00110649a
objet;0.0;0.0;0.0;"(25502, 25506)";bn:00058442n
structure;0.0;0.0;0.0;"(25628, 25636)";bn:00022071n
création;0.0;0.0;0.0;"(25775, 25782)";bn:00023652n
objet;0.0;0.0;0.0;"(25789, 25793)";bn:00058442n
accès;0.0;0.0;0.0;"(25916, 25920)";bn:00000663n
membres;0.0;0.0;0.0;"(25922, 25928)";bn:00034004n
variables;0.0;0.0;0.0;"(26471, 26479)";bn:00079582n
protection;0.0;0.0;0.0;"(26482, 26491)";bn:00064837n
protection;0.0;0.0;0.0;"(26889, 26898)";bn:00064837n
variables;0.0;0.0;0.0;"(26900, 26908)";bn:00113501a
fonctions;0.0;0.0;0.0;"(26910, 26918)";bn:00036821n
attribut;0.0;0.0;0.0;"(27002, 27009)";bn:02910696n
statiques;0.0;0.0;0.0;"(27019, 27027)";bn:00102102a
constante;0.7547169811320755;0.04424778761061947;6.040744823836779E-5;"(27121, 27129)";bn:00100331a
parent;0.0;0.0;0.0;"(27386, 27391)";bn:00060643n
courir;0.0;0.0;0.0;"(27511, 27516)";bn:00093170v
objets;0.0;0.0;0.0;"(28816, 28821)";bn:00058442n
commun;0.0;0.0;0.0;"(28949, 28954)";bn:00100091a
objets;0.0;0.0;0.0;"(29369, 29374)";bn:00058442n
objet;0.0;0.0;0.0;"(29912, 29916)";bn:00058442n
fonction;0.0;0.0;0.0;"(30055, 30062)";bn:00036821n
abstraites;0.0;0.0;0.0;"(30190, 30199)";bn:00096212a
variables;0.0;0.0;0.0;"(30330, 30338)";bn:00113501a
finales;0.0;0.0;0.0;"(30340, 30346)";bn:00030733n
interface;0.0;0.0;0.0;"(30433, 30441)";bn:00047088n
objet;0.0;0.0;0.0;"(30443, 30447)";bn:00058442n
gestion;0.0;0.0;0.0;"(30564, 30570)";bn:00053116n
dynamique;0.0;0.0;0.0;"(30572, 30580)";bn:00101917a
attributs;0.0;0.0;0.0;"(30590, 30598)";bn:02910696n
itération;0.0;0.0;0.0;"(30674, 30682)";bn:00047735n
objets;0.0;0.0;0.0;"(30686, 30691)";bn:00058442n
déclenchement;0.8;0.017699115044247787;6.040744823836779E-6;"(31223, 31235)";bn:00031495n
classe;0.0;0.0;0.0;"(31350, 31355)";bn:00082871v
classe;0.0;0.0;0.0;"(31367, 31372)";bn:00082871v
erreur;0.0;0.0;0.0;"(31474, 31479)";bn:00031485n
défaut;0.0;0.0;0.0;"(31607, 31612)";bn:00011197n
objets;0.0;0.0;0.0;"(31734, 31739)";bn:00058442n
cas;0.0;0.0;0.0;"(31864, 31866)";bn:00016401n
autres;0.0;0.0;0.0;"(32005, 32010)";bn:00101268a
cas;0.0;0.0;0.0;"(32012, 32014)";bn:00016401n
courir;0.0;0.0;0.0;"(32156, 32161)";bn:00093170v
introduction;0.0;0.0;0.0;"(32194, 32205)";bn:00050344n
être;0.0;0.0;0.0;"(32226, 32229)";bn:00083187v
exécuter;0.0;0.0;0.0;"(32254, 32261)";bn:00087823v
côté;0.0;0.0;0.0;"(32263, 32266)";bn:00032604n
vouloir;0.0;0.0;0.0;"(32277, 32283)";bn:00086682v
"vouloir dire";0.0;0.0;0.0;"(32277, 32288)";bn:00089628v
dire;0.0;0.0;0.0;"(32285, 32288)";bn:00093287v
hypertext;0.0;0.0;0.0;"(32298, 32306)";bn:04725264n
syntaxe;0.0;0.0;0.0;"(32324, 32330)";bn:00062118n
être;0.0;0.0;0.0;"(32332, 32335)";bn:00083187v
amélioration;0.8928571428571429;0.04424778761061947;3.775465514897987E-5;"(32379, 32390)";bn:00079286n
spécifiques;0.0;0.0;0.0;"(32392, 32402)";bn:00111001a
être;0.0;0.0;0.0;"(32417, 32420)";bn:00083187v
écrire;0.0;0.0;0.0;"(32424, 32429)";bn:00092123v
page;0.0;0.0;0.0;"(32431, 32434)";bn:00060158n
dynamiques;0.0;0.0;0.0;"(32441, 32450)";bn:00101917a
1.2;1.0;0.0025252525252525255;2.9214341062941598E-8;"(32453, 32455)";bn:03872397n
historique;0.0;0.0;0.0;"(32457, 32466)";bn:00104223a
origine;0.0;0.0;0.0;"(32470, 32476)";bn:00009635n
remonter;0.0;0.0;0.0;"(32485, 32492)";bn:00086301v
avoir;0.0;0.0;0.0;"(32516, 32520)";bn:00089240v
créer;0.0;0.0;0.0;"(32522, 32526)";bn:00086008v
librairie;0.0;0.0;0.0;"(32536, 32544)";bn:00012141n
utiliser;0.0;0.0;0.0;"(32561, 32568)";bn:00082705v
publication;0.0;0.0;0.0;"(32575, 32585)";bn:00047693n
cv;0.0;0.0;0.0;"(32590, 32591)";bn:00024518n
personnel;0.0;0.0;0.0;"(32602, 32610)";bn:00073801n
mesure;0.0;0.0;0.0;"(32619, 32624)";bn:00054019n
librairie;0.0;0.0;0.0;"(32638, 32646)";bn:00012141n
avoir;0.0;0.0;0.0;"(32648, 32652)";bn:00089240v
être;0.0;0.0;0.0;"(32654, 32657)";bn:00083187v
porter;0.0;0.0;0.0;"(32659, 32664)";bn:00089252v
nouvelles;0.0;0.0;0.0;"(32685, 32693)";bn:00107267a
fonctionnalité;0.9117647058823529;0.039141414141414144;1.3584668594267843E-5;"(32695, 32708)";bn:00036836n
créer;0.0;0.0;0.0;"(32715, 32719)";bn:00086008v
page;0.0;0.0;0.0;"(32721, 32724)";bn:00060158n
dynamiques;0.0;0.0;0.0;"(32726, 32735)";bn:00101917a
simples;0.0;0.0;0.0;"(32737, 32743)";bn:00110649a
web;0.0;0.0;0.0;"(32750, 32752)";bn:00080778n
accéder;0.0;0.0;0.0;"(32754, 32760)";bn:00082209v
source;0.0;0.0;0.0;"(32764, 32769)";bn:00040284n
signifier;0.0;0.0;0.0;"(32790, 32798)";bn:00089806v
2.0;1.0;0.047979797979797977;1.2489130804407533E-5;"(32845, 32847)";bn:00074217n
sort;0.0;0.0;0.0;"(32849, 32852)";bn:00087845v
développer;0.0;0.0;0.0;"(32863, 32872)";bn:00082282v
seule;0.0;0.0;0.0;"(32878, 32882)";bn:00096872a
succès;0.0;0.0;0.0;"(32900, 32905)";bn:00075023n
nom;0.0;0.0;0.0;"(32924, 32926)";bn:00056758n
dire;0.0;0.0;0.0;"(32941, 32944)";bn:00093287v
utiliser;0.0;0.0;0.0;"(32948, 32955)";bn:00082705v
supporter;0.0;0.0;0.0;"(32957, 32965)";bn:00082138v
affluent;1.0;0.005050505050505051;2.045003874405912E-7;"(32982, 32989)";bn:00091898v
sort;0.0;0.0;0.0;"(33000, 33003)";bn:00087845v
"juin 1998";1.0;0.003787878787878788;6.573226739161859E-8;"(33008, 33016)";bn:06189108n
premier;0.0;0.0;0.0;"(33025, 33031)";bn:00034738n
développer;0.0;0.0;0.0;"(33041, 33050)";bn:00082282v
réécrire;0.0;0.0;0.0;"(33098, 33105)";bn:00092988v
précédentes;0.0;0.0;0.0;"(33120, 33130)";bn:00107791a
être;0.0;0.0;0.0;"(33132, 33135)";bn:00083187v
lentes;0.0;0.0;0.0;"(33137, 33142)";bn:00110767a
application;0.0;0.0;0.0;"(33149, 33159)";bn:00005092n
commerciale;0.0;0.0;0.0;"(33161, 33171)";bn:00100081a
performances;0.0;0.0;0.0;"(33175, 33186)";bn:00061560n
être;0.0;0.0;0.0;"(33195, 33198)";bn:00083187v
permettre;0.0;0.0;0.0;"(33222, 33230)";bn:00082537v
greffer;1.0;0.017676767676767676;1.738253293245025E-6;"(33235, 33241)";bn:00041268n
api;0.0;0.0;0.0;"(33243, 33245)";bn:05005417n
nombreuses;0.0;0.0;0.0;"(33292, 33301)";bn:00107028a
base;0.0;0.0;0.0;"(33303, 33306)";bn:00008786n
format;0.0;0.0;0.0;"(33323, 33328)";bn:01156328n
protocoles;0.0;0.0;0.0;"(33333, 33342)";bn:00021227n
support;0.0;0.0;0.0;"(33363, 33369)";bn:03097081n
basique;0.0;0.0;0.0;"(33371, 33377)";bn:00098100a
objet;0.0;0.0;0.0;"(33384, 33388)";bn:00058442n
avoir;0.0;0.0;0.0;"(33391, 33395)";bn:00089240v
être;0.0;0.0;0.0;"(33397, 33400)";bn:00083187v
installer;0.0;0.0;0.0;"(33402, 33410)";bn:00089786v
parc;0.0;0.0;0.0;"(33420, 33423)";bn:00060690n
mondial;0.0;0.0;0.0;"(33425, 33431)";bn:00103624a
web;0.0;0.0;0.0;"(33441, 33443)";bn:00080778n
dizaine;0.0;0.0;0.0;"(33450, 33456)";bn:04792220n
développeurs;0.0;0.0;0.0;"(33472, 33483)";bn:01036927n
centaine;1.0;0.005050505050505051;1.1685736425176639E-7;"(33485, 33492)";bn:15752687n
avoir;0.0;0.0;0.0;"(33531, 33535)";bn:00089240v
être;0.0;0.0;0.0;"(33537, 33540)";bn:00083187v
repenser;1.0;0.017676767676767676;2.3517544555667986E-6;"(33542, 33549)";bn:00092934v
améliorer;0.0;0.0;0.0;"(33556, 33564)";bn:00082573v
performance;0.0;0.0;0.0;"(33566, 33576)";bn:00061560n
application;0.0;0.0;0.0;"(33578, 33588)";bn:00005092n
augmenter;0.0;0.0;0.0;"(33602, 33610)";bn:00089666v
modularité;0.0;0.0;0.0;"(33612, 33621)";bn:01081307n
nouveau;0.0;0.0;0.0;"(33624, 33630)";bn:00107267a
avoir;0.0;0.0;0.0;"(33639, 33643)";bn:00089240v
voir;0.0;0.0;0.0;"(33645, 33648)";bn:00093430v
jour;0.0;0.0;0.0;"(33650, 33653)";bn:00000086n
appeler;0.0;0.0;0.0;"(33656, 33662)";bn:00084386v
contraction;0.0;0.0;0.0;"(33677, 33687)";bn:00079390n
andi;0.0;0.0;0.0;"(33697, 33700)";bn:11297324n
sortir;0.0;0.0;0.0;"(33710, 33715)";bn:00087845v
"mai 2000";1.0;0.005050505050505051;1.4607170531470797E-7;"(33720, 33727)";bn:00690229n
apporter;0.0;0.0;0.0;"(33729, 33736)";bn:00084060v
performance;0.0;0.0;0.0;"(33738, 33748)";bn:00061560n
support;0.0;0.0;0.0;"(33759, 33765)";bn:03097081n
web;0.0;0.0;0.0;"(33778, 33780)";bn:00080778n
sécurité;0.0;0.0;0.0;"(33793, 33800)";bn:00068799n
dernière;0.0;0.0;0.0;"(33816, 33823)";bn:00105773a
"version stable";0.0;0.0;0.0;"(33825, 33838)";bn:00010136n
stable;0.0;0.0;0.0;"(33833, 33838)";bn:00111108a
compter;0.0;0.0;0.0;"(33846, 33852)";bn:00085859v
"version beta";0.0;0.0;0.0;"(33880, 33891)";bn:00010135n
beta;0.0;0.0;0.0;"(33888, 33891)";bn:00010136n
cycle;0.0;0.0;0.0;"(33894, 33898)";bn:00925981n
pouvoir;0.9361702127659575;0.041666666666666664;9.640732550770728E-6;"(33900, 33906)";bn:00084451v
durer;0.0;0.0;0.0;"(33908, 33912)";bn:00087620v
mois;0.0;0.0;0.0;"(33914, 33917)";bn:00014710n
être;0.0;0.0;0.0;"(33933, 33936)";bn:00083187v
amélioration;0.0;0.0;0.0;"(33938, 33949)";bn:00003322n
performance;0.0;0.0;0.0;"(33951, 33961)";bn:00061560n
modèle;0.0;0.0;0.0;"(33992, 33997)";bn:00036197n
objet;0.0;0.0;0.0;"(33999, 34003)";bn:00058442n
étendre;0.0;0.0;0.0;"(34005, 34011)";bn:00084121v
proche;0.0;0.0;0.0;"(34013, 34018)";bn:00099857a
compatibilité;0.0;0.0;0.0;"(34025, 34037)";bn:00021322n
nouveaux;0.0;0.0;0.0;"(34054, 34061)";bn:00107267a
standard;0.0;0.0;0.0;"(34063, 34070)";bn:00055641n
anciens;0.0;0.0;0.0;"(34072, 34078)";bn:00107787a
utilisation;0.0;0.0;0.0;"(34106, 34116)";bn:00030627n
pratique;0.0;0.0;0.0;"(34118, 34125)";bn:00028736n
commerce;0.0;0.0;0.0;"(34148, 34155)";bn:00077860n
électronique;0.9032258064516129;0.030303030303030304;4.908009298574188E-6;"(34157, 34168)";bn:00102099a
compte;0.0;0.0;0.0;"(34181, 34186)";bn:00023140n
ligne;0.0;0.0;0.0;"(34191, 34195)";bn:00014457n
publication;0.0;0.0;0.0;"(34199, 34209)";bn:00047693n
ligne;0.0;0.0;0.0;"(34214, 34218)";bn:00014457n
"moteurs de recherche";0.0;0.0;0.0;"(34222, 34241)";bn:00070041n
recherche;0.0;0.0;0.0;"(34233, 34241)";bn:00067280n
