X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
déclencher bn:00082306v ; 0.00124417 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
réinitialisation bn:00067306n ; 0.00124417 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage impératif bn:01246770n ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impératif bn:00104644a ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0
booléen bn:00294693n ; 0.0432348 ; 0.102644 ; 0.096112 ; 0.0376361 ; 0.0671851 ; 0.139969 ; 0.059409 ; 0.0864697 ; 0 ; 0.11944 ; 0.0479005 ; 0.103266 ; 0.0503888 ; 0 ; 0 ; 0.0273717 ; 0.0261275 ; 0
réalité bn:00066414n ; 0.00995334 ; 0.00995334 ; 0 ; 0 ; 0 ; 0.00995334 ; 0 ; 0.00995334 ; 0 ; 0.00995334 ; 0 ; 0 ; 0 ; 0 ; 0.00995334 ; 0 ; 0 ; 0
concatène bn:00085508v ; 0.00248834 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
addition bn:00001296n ; 0.0183515 ; 0 ; 0.0245723 ; 0.0158631 ; 0 ; 0.029549 ; 0 ; 0.0258165 ; 0 ; 0 ; 0 ; 0.0208398 ; 0 ; 0 ; 0.0236392 ; 0 ; 0 ; 0.0208398
soustraction bn:00055233n ; 0.0118196 ; 0 ; 0.0136858 ; 0.0105754 ; 0 ; 0.0155521 ; 0 ; 0.0155521 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0136858 ; 0 ; 0 ; 0.0118196
multiplié bn:00090977v ; 0.00124417 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
modulo bn:00553864n ; 0.0276827 ; 0.0423017 ; 0.0438569 ; 0 ; 0 ; 0.0572317 ; 0.0351477 ; 0.0419907 ; 0 ; 0.044479 ; 0 ; 0.0432348 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0376361
égalité bn:00031284n ; 0.00746501 ; 0.00995334 ; 0 ; 0 ; 0 ; 0 ; 0.00870918 ; 0.00870918 ; 0 ; 0 ; 0 ; 0 ; 0.00746501 ; 0.00870918 ; 0 ; 0 ; 0 ; 0
logiques bn:00051845n ; 0.0836703 ; 0.216796 ; 0.233593 ; 0 ; 0.130638 ; 0.336547 ; 0.131571 ; 0.209331 ; 0 ; 0.287403 ; 0.0942457 ; 0.231415 ; 0 ; 0.185692 ; 0.216485 ; 0.0506998 ; 0.0575428 ; 0.186625
prenom bn:15996005n ; 0.0199067 ; 0.0388802 ; 0 ; 0 ; 0 ; 0.0506998 ; 0 ; 0 ; 0.0267496 ; 0.0488336 ; 0 ; 0 ; 0 ; 0.0335925 ; 0.0345257 ; 0.0180404 ; 0.0180404 ; 0.0332815
initialiser bn:00089742v ; 0.0171073 ; 0 ; 0 ; 0 ; 0 ; 0.0314152 ; 0 ; 0.0251944 ; 0 ; 0.0354588 ; 0.0177294 ; 0.0276827 ; 0 ; 0.0251944 ; 0.0267496 ; 0.0133748 ; 0 ; 0
dépendre bn:00086606v ; 0.0111975 ; 0.014619 ; 0.0136858 ; 0 ; 0 ; 0.0167963 ; 0.0124417 ; 0 ; 0 ; 0 ; 0 ; 0.014619 ; 0 ; 0 ; 0.014619 ; 0 ; 0 ; 0
phase bn:00061898n ; 0.00217729 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00217729 ; 0.00217729 ; 0 ; 0 ; 0
être utile bn:00085368v ; 0.01493 ; 0.0167963 ; 0.0161742 ; 0 ; 0 ; 0.0186625 ; 0 ; 0.0167963 ; 0 ; 0 ; 0 ; 0.0161742 ; 0 ; 0 ; 0.0174184 ; 0 ; 0 ; 0
boucle while bn:03237310n ; 0.0124417 ; 0 ; 0.0177294 ; 0 ; 0 ; 0.0255054 ; 0 ; 0.0174184 ; 0.0127527 ; 0.0205288 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0102644 ; 0.0180404
euro bn:00031888n ; 0.00217729 ; 0 ; 0 ; 0 ; 0.00217729 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0.00217729 ; 0 ; 0 ; 0
etc bn:00114282r ; 0.0202177 ; 0 ; 0 ; 0 ; 0 ; 0.0329705 ; 0 ; 0.0292379 ; 0 ; 0.0314152 ; 0 ; 0.0276827 ; 0 ; 0.0273717 ; 0.0286159 ; 0 ; 0 ; 0.0273717
détruire bn:00084204v ; 0.00528771 ; 0 ; 0.00684292 ; 0 ; 0 ; 0.00902022 ; 0 ; 0 ; 0.0059098 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00653188 ; 0 ; 0.00715397
second bn:00105773a ; 0.00715397 ; 0.00808709 ; 0 ; 0 ; 0 ; 0.00933126 ; 0 ; 0 ; 0 ; 0.00870918 ; 0 ; 0.00839813 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00715397
ordinateur bn:00021464n ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0.00248834
éducation bn:00026980n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0
technologie bn:00005105n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
juin bn:00048592n ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0
secondaire bn:00096261a ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
bouton bn:03843242n ; 0 ; 0.0158631 ; 0.0158631 ; 0 ; 0.0155521 ; 0.0183515 ; 0 ; 0 ; 0 ; 0.0161742 ; 0 ; 0.0164852 ; 0.0143079 ; 0 ; 0 ; 0 ; 0 ; 0
simple bn:00110649a ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
bouton radio bn:03157702n ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0
radio bn:00065899n ; 0 ; 0.0354588 ; 0 ; 0 ; 0.0304821 ; 0.0438569 ; 0 ; 0 ; 0.0307932 ; 0.0363919 ; 0.0195956 ; 0 ; 0.0292379 ; 0 ; 0.0348367 ; 0 ; 0 ; 0.0348367
bouton de réinitialisation bn:00067307n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
cocher bn:00017986n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
elements bn:02258198n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
focus bn:03248918n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fonction choix bn:00640192n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
localisation bn:03977550n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
authentification bn:03253409n ; 0 ; 0.0180404 ; 0.0174184 ; 0 ; 0 ; 0 ; 0 ; 0.0183515 ; 0 ; 0 ; 0 ; 0.0192846 ; 0.0174184 ; 0.0180404 ; 0.0183515 ; 0 ; 0 ; 0
étrangères bn:00096774a ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
gestion contenu bn:01533805n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
phpmyadmin bn:03382496n ; 0 ; 0.029549 ; 0 ; 0 ; 0.0264386 ; 0.0335925 ; 0 ; 0.029549 ; 0 ; 0.0329705 ; 0 ; 0.0292379 ; 0 ; 0.0283048 ; 0 ; 0 ; 0 ; 0.0264386
communication bn:00021221n ; 0 ; 0.01493 ; 0.0152411 ; 0.0121306 ; 0.0133748 ; 0 ; 0 ; 0.014619 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.01493 ; 0.0158631 ; 0 ; 0 ; 0
bilan bn:00008060n ; 0 ; 0.000622084 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
enonce bn:00079416n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
schema bn:16884119n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
schema conceptuel bn:03558829n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
premier bn:00103006a ; 0 ; 0.0161742 ; 0.0155521 ; 0.0139969 ; 0 ; 0.0171073 ; 0 ; 0 ; 0 ; 0.0164852 ; 0 ; 0.0158631 ; 0 ; 0 ; 0.0158631 ; 0 ; 0 ; 0
utilisabilité bn:02245863n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
interactifs bn:00105260a ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
déterminante bn:00101009a ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
véhiculer bn:00085769v ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
illustrer bn:00087826v ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
juste bn:00114626r ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0
cours en ligne bn:03617678n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084
moindre bn:00105825a ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0.00248834
hit bn:00044278n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
système de gestion bn:01510781n ; 0 ; 0.00870918 ; 0 ; 0.00777605 ; 0 ; 0.00933126 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00777605 ; 0 ; 0.00839813 ; 0.00870918 ; 0 ; 0 ; 0
système de gestion de base de donnée bn:14249264n ; 0 ; 0.00995334 ; 0 ; 0 ; 0 ; 0.00995334 ; 0 ; 0.00995334 ; 0 ; 0 ; 0 ; 0.00995334 ; 0.00995334 ; 0 ; 0.00995334 ; 0 ; 0 ; 0
sensibles bn:00104681a ; 0 ; 0.00995334 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00995334 ; 0 ; 0 ; 0 ; 0.00995334 ; 0.00995334 ; 0.00995334 ; 0.00995334 ; 0 ; 0 ; 0
convient bn:00094581v ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0
circonstances bn:00019220n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
macromedia bn:01011718n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
macromedia dreamweaver bn:02545116n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
insertion bn:02234787n ; 0 ; 0.0217729 ; 0 ; 0.0139969 ; 0 ; 0.0258165 ; 0 ; 0.0183515 ; 0.0177294 ; 0.0236392 ; 0 ; 0.022084 ; 0.0167963 ; 0 ; 0 ; 0 ; 0 ; 0
aller bn:00040833n ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417
webmail bn:03631242n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
finale bn:00102969a ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417
porter bn:00016278n ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0.00248834 ; 0 ; 0.00248834 ; 0 ; 0 ; 0
rows bn:03611246n ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0.00248834
variable bn:00113503a ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0.00497667 ; 0 ; 0 ; 0.00497667 ; 0 ; 0 ; 0
sélection multiple bn:05019947n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0
multiple bn:00107028a ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
précèdent bn:00091926v ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
indispensable bn:00104964a ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0.00124417 ; 0 ; 0 ; 0
possible bn:00108829a ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0.00497667 ; 0.00497667 ; 0 ; 0 ; 0
parfois bn:00117070r ; 0 ; 0.00124417 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0.00124417 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sélection simple bn:05019938n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
distance bn:00027749n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0
accesskey bn:01689926n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
vouloir bn:00095629v ; 0 ; 0.0830482 ; 0.088647 ; 0 ; 0 ; 0.100156 ; 0 ; 0.0849145 ; 0.0777605 ; 0.0995334 ; 0.0454121 ; 0.0870918 ; 0 ; 0.0839813 ; 0.0867807 ; 0 ; 0 ; 0
courants bn:00024510n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0
endroit bn:00062699n ; 0 ; 0.0177294 ; 0 ; 0 ; 0 ; 0.0199067 ; 0 ; 0.0183515 ; 0 ; 0 ; 0 ; 0.0180404 ; 0 ; 0.0183515 ; 0.0186625 ; 0 ; 0 ; 0.0177294
symbole bn:00075652n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
alternatif bn:00096897a ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
math bn:00053823n ; 0 ; 0.0161742 ; 0.0164852 ; 0 ; 0.0158631 ; 0.0189736 ; 0.014619 ; 0 ; 0 ; 0.0164852 ; 0 ; 0 ; 0 ; 0 ; 0.0164852 ; 0 ; 0 ; 0
histoire bn:00044268n ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0
document object model bn:03762301n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0
consortium bn:00022016n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
détecter bn:00086708v ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0.00497667 ; 0 ; 0.00497667 ; 0 ; 0 ; 0 ; 0 ; 0.00497667 ; 0 ; 0 ; 0
qualificatif bn:00055488n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
examiner bn:00074790n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
contexte bn:00022168n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
encodage bn:00030696n ; 0 ; 0.0379471 ; 0.0398134 ; 0 ; 0 ; 0 ; 0 ; 0.0376361 ; 0.037014 ; 0.0382582 ; 0 ; 0.037014 ; 0 ; 0.037014 ; 0.0379471 ; 0 ; 0 ; 0
boîte de dialogue bn:00026837n ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
modèle objet bn:00058448n ; 0 ; 0.0174184 ; 0 ; 0 ; 0 ; 0.0199067 ; 0 ; 0.0183515 ; 0 ; 0.0183515 ; 0 ; 0.0180404 ; 0 ; 0.0180404 ; 0 ; 0 ; 0 ; 0.0174184
document bn:00087138v ; 0 ; 0.000622084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000622084 ; 0 ; 0 ; 0
identique bn:00104508a ; 0 ; 0.00248834 ; 0.00248834 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00248834 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fichier batch bn:00744119n ; 0 ; 0.000311042 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
