X ; page web bn:00080778n ; navigateur bn:00013447n ; serveur web bn:02705179n ; fichier bn:00021475n ; client bn:00019764n ; base de donnée bn:00025333n ; donnée bn:00025314n ; php bn:01753580n ; javascript bn:00055423n ; code bn:00020354n ; texte bn:00076732n ; concerner bn:00083240v ; commentaire bn:00020978n ; délimiter bn:00086464v ; gras bn:00011848n ; fois bn:00032768n ; lien hypertextes bn:00045513n ; url bn:00079080n ; case à cocher bn:03157691n ; post bn:01500184n ; nombre bn:00058285n ; text bn:14981519n ; sélectionner bn:00084931v ; langage bn:00049910n ; zones bn:00005513n ; utilisateur bn:00079373n ; affectation bn:02806034n ; syntaxe bn:00062118n ; case bn:04777941n ; associer bn:00082868v ; personne bn:00046516n ; structure de contrôle bn:00047734n ; définition bn:00025928n ; méthode post bn:00045088n ; fermeture bn:16858148n ; passwd bn:14874750n ; machine bn:00054050n ; mysql bn:01225760n ; salaire bn:15928884n ; jour bn:00000086n ; programmation bn:00021493n ; site bn:00047172n ; types bn:00016413n ; session bn:03751534n ; entités bn:00031027n ; côté serveur bn:03816678n ; langage de script bn:01431715n ; internet bn:00024712n ; avoir accès bn:00082209v ; système bn:15125301n ; valeur par défaut bn:03854990n ; menu bn:00021485n ; afficher bn:00087013v ; nécessaire bn:00107182a ; serveur bn:00044916n ; class bn:03598962n ; composer bn:14766022n ; chaîne bn:00074685n ; helvetica bn:00043646n ; côté client bn:03163702n ; list bn:04720346n ; mode bn:00033729n ; configuration bn:03088982n ; xml bn:02771436n ; web bn:00080772n ; méthode bn:01641329n ; bits bn:00010731n ; conditionnelle bn:00100214a ; foreach bn:03463379n ; pouvoir bn:00084450v ; mot bn:00081546n ; information bn:00046705n ; varchar bn:01838409n ; timestamp bn:03603649n ; easyphp bn:14837849n ; casse bn:03225002n ; sauvegarder bn:00093281v ; insert bn:03795444n ; pouvoir bn:00084451v ; impossible bn:00104687a ; fonctionnalité bn:00036836n ; couleurs bn:00020726n ; bienvenue bn:00080852n ; id bn:03885719n ; paris bn:00015540n ; france bn:00036202n ; programmation web bn:03446093n ; interpréter bn:00089840v ; opérateurs bn:16281811n ; pointeur bn:03222272n ; cle bn:04756252n ; classes bn:03608262n ; header bn:00043309n ; visiteur bn:03106425n ; null bn:15898583n ; echo bn:03626250n ; positionnement bn:00030615n ; exe bn:14503132n ; rue bn:00074595n ; thomas bn:00005240n ; doctype bn:15839327n ; file bn:00065682n ; mysqli bn:01438356n ; attribut bn:00007068n ; moteur bn:00030850n ; transaction bn:01403911n ; valeur bn:00079508n ; exception bn:00032118n ; head bn:02338897n ; wamp bn:01708928n ; symfony bn:02798620n ; inverse bn:00056301n ; info bn:00046698n ; realisateur bn:00027369n ; généralité bn:00041249n ; autre bn:00108013a
texte bn:00076732n ; 0.237042 ; 0.12229 ; 0.314903 ; 0.0789074 ; 0.056137 ; 0.0823293 ; 0.0465567 ; 0.0511464 ; 0.208676 ; 0.00829016 ; 1 ; 0.127954 ; 0.0801688 ; 0.0295203 ; 0.00411946 ; 0.224088 ; 0.0401052 ; 0.249479 ; 0.028597 ; 0.0873709 ; 0.0281407 ; 0.111712 ; 0.0042061 ; 0.0568627 ; 0.00823893 ; 0.217049 ; 0.0909962 ; 0.124415 ; 0.0504705 ; 0.255523 ; 0.0154291 ; 0.378436 ; 0.255814 ; 0.119048 ; 0.0966667 ; 0.00210748 ; 0.18206 ; 0.177489 ; 0.00422386 ; 0.0562103 ; 0.0718673 ; 0.0802701 ; 0.0900099 ; 0.0327533 ; 0.200634 ; 0.415675 ; 0.0322581 ; 0.285488 ; 0.00837696 ; 0.280291 ; 0.14275 ; 0.0326864 ; 0.0292113 ; 0.00837696 ; 0.131666 ; 0.0312195 ; 0.0160804 ; 0.00837696 ; 0.00211193 ; 0.28 ; 0.0295276 ; 0.230179 ; 0.10058 ; 0.059 ; 0.063358 ; 0.0585065 ; 0.0297436 ; 0.0307377 ; 0.0845808 ; 0.00417101 ; 0.127329 ; 0.0328205 ; 0.0328205 ; 0.016178 ; 0.00837696 ; 0.0328205 ; 0.0616915 ; 0.0522586 ; 0.00211193 ; 0.031679 ; 0.00837696 ; 0.0971761 ; 0.0042061 ; 0.0557656 ; 0.00844773 ; 0.0042061 ; 0.00837696 ; 0.0042061 ; 0.00844773 ; 0.030623 ; 0.0315893 ; 0.223865 ; 0.062302 ; 0.031893 ; 0.0337909 ; 0.0168955 ; 0.00211193 ; 0.0042061 ; 0.0042061 ; 0.00211193 ; 0.0162767 ; 0.0992608 ; 0.00844773 ; 0.0168955 ; 0.062302 ; 0.00844773 ; 0.0337909 ; 0.00422386 ; 0.0042061 ; 0.00844773 ; 0.00211193 ; 0.00211193 ; 0.00211193 ; 0.00211193 ; 0.00211193 ; 0.00211193
concerner bn:00083240v ; 0.229587 ; 0.0208333 ; 0.143653 ; 0.0178571 ; 0.056338 ; 0.0923077 ; 0.0478821 ; 0.0460123 ; 0.0918572 ; 0.0175824 ; 0.127954 ; 1 ; 0.0621118 ; 0.118081 ; 0.0175055 ; 0.110035 ; 0.109731 ; 0.118413 ; 0.0490998 ; 0.0386941 ; 0.026 ; 0.181498 ; 0.00907029 ; 0.0289855 ; 0.0173536 ; 0.189046 ; 0.046589 ; 0.109953 ; 0.0466472 ; 0.116822 ; 0.0303605 ; 0.0913208 ; 0.113063 ; 0.113577 ; 0.0386598 ; 0.00455581 ; 0.184704 ; 0.162791 ; 0.00915332 ; 0.108291 ; 0.190935 ; 0.073903 ; 0.172277 ; 0.0685225 ; 0.0537815 ; 0.187598 ; 0.0158103 ; 0.130214 ; 0.0179775 ; 0.131579 ; 0.14496 ; 0.0682303 ; 0.0621359 ; 0.0366133 ; 0.10613 ; 0.0301318 ; 0.0682303 ; 0.00890869 ; 0.00228311 ; 0.291819 ; 0.0307692 ; 0.17053 ; 0.0536913 ; 0.0300188 ; 0.0688172 ; 0.0894207 ; 0.0334728 ; 0.0333333 ; 0.138182 ; 0.0179775 ; 0.212825 ; 0.1373 ; 0.033264 ; 0.0691145 ; 0.0366133 ; 0.033264 ; 0.129817 ; 0.0241692 ; 0.00457666 ; 0.0354767 ; 0.0366133 ; 0.166906 ; 0.0183066 ; 0.117864 ; 0.00451467 ; 0.00451467 ; 0.0179775 ; 0.00451467 ; 0.00451467 ; 0.0355556 ; 0.0151803 ; 0.107509 ; 0.0333333 ; 0.0164948 ; 0.00860215 ; 0.0179775 ; 0.00228311 ; 0.00907029 ; 0.00907029 ; 0.00457666 ; 0.00824742 ; 0.055666 ; 0.00451467 ; 0.0179775 ; 0.0689655 ; 0.0183066 ; 0.0353201 ; 0.00915332 ; 0.0183066 ; 0.00907029 ; 0.00457666 ; 0.00457666 ; 0.00457666 ; 0.00457666 ; 0.00457666 ; 0.00457666
commentaire bn:00020978n ; 0.0799397 ; 0.0660592 ; 0.115597 ; 0.0846075 ; 0.0804598 ; 0.0876133 ; 0.0874811 ; 0.0195599 ; 0.190062 ; 0.00654664 ; 0.0801688 ; 0.0621118 ; 1 ; 0.0751773 ; 0.0266223 ; 0.206873 ; 0.128111 ; 0.290139 ; 0.0393185 ; 0.0675818 ; 0.0488959 ; 0.213821 ; 0.00674536 ; 0.222411 ; 0.00648298 ; 0.0800288 ; 0.0195822 ; 0.248113 ; 0.0727497 ; 0.193091 ; 0.179966 ; 0.0589795 ; 0.143757 ; 0.061246 ; 0.158404 ; 0.00679117 ; 0.070407 ; 0.0648247 ; 0.00679117 ; 0.0412903 ; 0.0760279 ; 0.158458 ; 0.0449438 ; 0.0516963 ; 0.0789474 ; 0.0832791 ; 0.0121581 ; 0.112775 ; 0.0134003 ; 0.216056 ; 0.185525 ; 0.0124031 ; 0.044843 ; 0.0134003 ; 0.498899 ; 0.100787 ; 0.0251177 ; 0.0134003 ; 0.00169492 ; 0.0558464 ; 0.0487805 ; 0.152318 ; 0.164179 ; 0.0233577 ; 0.0252765 ; 0.111475 ; 0.0967742 ; 0.0519481 ; 0.113265 ; 0.0271647 ; 0.085693 ; 0.0252765 ; 0.101868 ; 0.0125196 ; 0.0271647 ; 0.0252765 ; 0.0992248 ; 0.146409 ; 0.00339559 ; 0.0248344 ; 0.00665557 ; 0.27381 ; 0.00336134 ; 0.13964 ; 0.0135823 ; 0.00674536 ; 0.0134003 ; 0.0135823 ; 0.0135823 ; 0.0131148 ; 0.0956938 ; 0.0868385 ; 0.0253165 ; 0.0254372 ; 0.0543294 ; 0.0134003 ; 0.00339559 ; 0.00336134 ; 0.00167785 ; 0.00169492 ; 0.0490998 ; 0.0118519 ; 0.00674536 ; 0.0271647 ; 0.0485437 ; 0.0135823 ; 0.0264463 ; 0.00338409 ; 0.00674536 ; 0.0135823 ; 0.00339559 ; 0.00339559 ; 0.00339559 ; 0.00339559 ; 0.00169492 ; 0.00169492
délimiter bn:00086464v ; 0.0964247 ; 0.032 ; 0.0476723 ; 0.0254777 ; 0.106667 ; 0.056338 ; 0.0273038 ; 0.040201 ; 0.0550301 ; 0.0209424 ; 0.0295203 ; 0.118081 ; 0.0751773 ; 1 ; 0.042328 ; 0.0245399 ; 0.0374194 ; 0.0411047 ; 0.0448179 ; 0.0572451 ; 0.0337553 ; 0.0634291 ; 0.0231214 ; 0.0273973 ; 0.0414508 ; 0.134737 ; 0.0463768 ; 0.0367394 ; 0.165803 ; 0.0741599 ; 0.122449 ; 0.0137694 ; 0.0377358 ; 0.0446429 ; 0.0590551 ; 0.00581395 ; 0.0614203 ; 0.123552 ; 0.0116959 ; 0.0431267 ; 0.0342246 ; 0.107023 ; 0.0519481 ; 0.0744186 ; 0.0978593 ; 0.0541914 ; 0.00819672 ; 0.0394575 ; 0.0451977 ; 0.0861373 ; 0.20813 ; 0.0174672 ; 0.297674 ; 0.0946746 ; 0.121573 ; 0.0295203 ; 0.378698 ; 0.010929 ; 0.00588235 ; 0.0881543 ; 0.0634921 ; 0.0591497 ; 0.097561 ; 0.128514 ; 0.0751174 ; 0.0566372 ; 0.0761905 ; 0.163265 ; 0.105437 ; 0.0946746 ; 0.140814 ; 0.0751174 ; 0.0361991 ; 0.0365297 ; 0.0451977 ; 0.0751174 ; 0.124514 ; 0.0761155 ; 0.0118343 ; 0.0418848 ; 0.0451977 ; 0.133612 ; 0.0473373 ; 0.0970874 ; 0.0231214 ; 0.0114286 ; 0.0451977 ; 0.0231214 ; 0.0231214 ; 0.0879121 ; 0.030888 ; 0.0916905 ; 0.163265 ; 0.076555 ; 0.0100503 ; 0.0451977 ; 0.0118343 ; 0.0231214 ; 0.0231214 ; 0.0118343 ; 0.0184332 ; 0.0313725 ; 0.00568182 ; 0.010929 ; 0.0363636 ; 0.0231214 ; 0.0414508 ; 0.0236686 ; 0.0231214 ; 0.0114286 ; 0.00588235 ; 0.00588235 ; 0.00588235 ; 0.00588235 ; 0.0118343 ; 0.0118343
gras bn:00011848n ; 0.00926999 ; 0.0107817 ; 0.00564546 ; 0.00801603 ; 0.0914286 ; 0.0258065 ; 0.025641 ; 0.0148699 ; 0.0122538 ; 0.08 ; 0.00411946 ; 0.0175055 ; 0.0266223 ; 0.042328 ; 1 ; 0.00673968 ; 0.0231481 ; 0.010929 ; 0.0357143 ; 0.0180995 ; 0.0196078 ; 0.0174672 ; 0.125 ; 0.0529801 ; 0.0714286 ; 0.00861141 ; 0.0377358 ; 0.0214477 ; 0.0265781 ; 0.0102828 ; 0.0307692 ; 0.0146771 ; 0.00496586 ; 0.00452489 ; 0.0205656 ; 0.0666667 ; 0.00980392 ; 0.0352113 ; 0.0666667 ; 0.0336134 ; 0.0184957 ; 0.0316832 ; 0.0223464 ; 0.0227273 ; 0.0186916 ; 0.00363636 ; 0.0194175 ; 0.00573066 ; 0.047619 ; 0.0060423 ; 0.013468 ; 0.010989 ; 0.0298507 ; 0.222222 ; 0.010101 ; 0.0298507 ; 0.0454545 ; 0.0232558 ; 0.0344828 ; 0.00620155 ; 0.0325203 ; 0.00802407 ; 0.0186047 ; 0.0144928 ; 0.047619 ; 0.00440529 ; 0.0493827 ; 0.0481928 ; 0.0153257 ; 0.1 ; 0.0170261 ; 0.047619 ; 0.0232558 ; 0.0238095 ; 0.1 ; 0.0232558 ; 0.0277778 ; 0.0306513 ; 0.0714286 ; 0.0740741 ; 0.047619 ; 0.0203046 ; 0.0285714 ; 0.0206186 ; 0.0588235 ; 0.0285714 ; 0.047619 ; 0.0285714 ; 0.0588235 ; 0.0754717 ; 0.0327869 ; 0.0169492 ; 0.0481928 ; 0.0243902 ; 0.0169492 ; 0.047619 ; 0.0344828 ; 0.125 ; 0.0588235 ; 0.0344828 ; 0.025641 ; 0.0166667 ; 0.0285714 ; 0.047619 ; 0.0481928 ; 0.125 ; 0.0714286 ; 0.0666667 ; 0.0588235 ; 0.0588235 ; 0.0344828 ; 0.0344828 ; 0.0344828 ; 0.0344828 ; 0.0344828 ; 0.0344828
fois bn:00032768n ; 0.12479 ; 0.0971014 ; 0.275862 ; 0.123888 ; 0.0222905 ; 0.0384 ; 0.0691358 ; 0.0231884 ; 0.25436 ; 0.00675105 ; 0.224088 ; 0.110035 ; 0.206873 ; 0.0245399 ; 0.00673968 ; 1 ; 0.205351 ; 0.220979 ; 0.0489671 ; 0.140704 ; 0.0113914 ; 0.428276 ; 0.00685518 ; 0.0736146 ; 0.00671704 ; 0.11733 ; 0.0518576 ; 0.200884 ; 0.132134 ; 0.246762 ; 0.0257857 ; 0.232163 ; 0.242902 ; 0.15295 ; 0.134417 ; 0.00342759 ; 0.167922 ; 0.0408432 ; 0.00342759 ; 0.0965954 ; 0.185163 ; 0.0842587 ; 0.0704453 ; 0.0531277 ; 0.0847322 ; 0.222343 ; 0.0264026 ; 0.284717 ; 0.0137104 ; 0.267556 ; 0.136423 ; 0.0266889 ; 0.0257028 ; 0.00680851 ; 0.244544 ; 0.0527617 ; 0.0131687 ; 0.00339271 ; 0.000856164 ; 0.142492 ; 0.0848329 ; 0.235023 ; 0.088141 ; 0.0256616 ; 0.0514139 ; 0.155797 ; 0.0488432 ; 0.0268007 ; 0.248317 ; 0.00680851 ; 0.0976268 ; 0.0132122 ; 0.0514139 ; 0.0497001 ; 0.0137104 ; 0.0132122 ; 0.102828 ; 0.047619 ; 0.0017138 ; 0.0257069 ; 0.0137104 ; 0.175439 ; 0.00341588 ; 0.0887622 ; 0.00685518 ; 0.00685518 ; 0.00680851 ; 0.00341588 ; 0.00685518 ; 0.0127011 ; 0.0463193 ; 0.09271 ; 0.0259414 ; 0.013256 ; 0.0274207 ; 0.0137104 ; 0.0017138 ; 0.00170503 ; 0.00170503 ; 0.0017138 ; 0.00660611 ; 0.0227088 ; 0.00341588 ; 0.0137104 ; 0.050557 ; 0.00685518 ; 0.0135249 ; 0.00171086 ; 0.00341588 ; 0.00685518 ; 0.0017138 ; 0.0017138 ; 0.0017138 ; 0.0017138 ; 0.0017138 ; 0.0017138
lien hypertextes bn:00045513n ; 0.0948148 ; 0.0424628 ; 0.126804 ; 0.130346 ; 0.0204604 ; 0.0105541 ; 0.0213049 ; 0.0615199 ; 0.124807 ; 0.0409449 ; 0.0401052 ; 0.109731 ; 0.128111 ; 0.0374194 ; 0.0231481 ; 0.205351 ; 1 ; 0.0943891 ; 0.15884 ; 0.0976116 ; 0.0230216 ; 0.200468 ; 0.0125984 ; 0.0609418 ; 0.0121396 ; 0.0812325 ; 0.0172202 ; 0.155274 ; 0.062645 ; 0.0815217 ; 0.0421941 ; 0.136144 ; 0.0976331 ; 0.0823893 ; 0.0948746 ; 0.00629921 ; 0.0670157 ; 0.046953 ; 0.00629921 ; 0.0811153 ; 0.611924 ; 0.0444444 ; 0.0422164 ; 0.0234949 ; 0.0197775 ; 0.0767778 ; 0.0363901 ; 0.10278 ; 0.0251969 ; 0.0511974 ; 0.0522193 ; 0.047976 ; 0.0108548 ; 0.0124417 ; 0.129213 ; 0.084425 ; 0.0234261 ; 0.0124417 ; 0.00157233 ; 0.0536913 ; 0.045584 ; 0.139223 ; 0.0197531 ; 0.00538358 ; 0.0235641 ; 0.266985 ; 0.0116959 ; 0.0116618 ; 0.184375 ; 0.0124417 ; 0.0915033 ; 0.0220588 ; 0.0116448 ; 0.0913386 ; 0.0124417 ; 0.0116448 ; 0.04426 ; 0.0592503 ; 0.00314961 ; 0.0121766 ; 0.0251969 ; 0.11615 ; 0.00625978 ; 0.0733333 ; 0.00625978 ; 0.00625978 ; 0.0124417 ; 0.00625978 ; 0.00155763 ; 0.00606061 ; 0.0223152 ; 0.0379902 ; 0.0116618 ; 0.011713 ; 0.0121396 ; 0.0124417 ; 0.00157233 ; 0.00625978 ; 0.00625978 ; 0.00314961 ; 0.023845 ; 0.0110957 ; 0.00625978 ; 0.0251969 ; 0.0235988 ; 0.00625978 ; 0.00603318 ; 0.00313972 ; 0.0125984 ; 0.00625978 ; 0.00314961 ; 0.00314961 ; 0.00314961 ; 0.00314961 ; 0.00314961 ; 0.00314961
url bn:00079080n ; 0.172114 ; 0.0350978 ; 0.389888 ; 0.0887006 ; 0.112259 ; 0.0667116 ; 0.0380079 ; 0.0593009 ; 0.38305 ; 0.00544218 ; 0.249479 ; 0.118413 ; 0.290139 ; 0.0411047 ; 0.010929 ; 0.220979 ; 0.0943891 ; 1 ; 0.0676983 ; 0.0696347 ; 0.0213904 ; 0.201428 ; 0.00274725 ; 0.0595716 ; 0.00542005 ; 0.259872 ; 0.0339623 ; 0.232244 ; 0.0638428 ; 0.199132 ; 0.0407482 ; 0.189464 ; 0.404894 ; 0.0589569 ; 0.0884638 ; 0.00275482 ; 0.125 ; 0.121467 ; 0.00275482 ; 0.0705128 ; 0.149132 ; 0.257272 ; 0.0394567 ; 0.0215924 ; 0.0676203 ; 0.304438 ; 0.010575 ; 0.211396 ; 0.00547945 ; 0.213001 ; 0.179965 ; 0.0215633 ; 0.0371846 ; 0.00547945 ; 0.177343 ; 0.0427236 ; 0.0215633 ; 0.00547945 ; 0.00137741 ; 0.194124 ; 0.0395442 ; 0.284506 ; 0.131543 ; 0.0378235 ; 0.0202429 ; 0.0573678 ; 0.0392562 ; 0.0406336 ; 0.107082 ; 0.0110193 ; 0.178862 ; 0.0216216 ; 0.0413223 ; 0.0107095 ; 0.0110193 ; 0.0413223 ; 0.0424403 ; 0.0728771 ; 0.00137741 ; 0.0102249 ; 0.00547945 ; 0.127857 ; 0.00274725 ; 0.0357599 ; 0.00550964 ; 0.00274725 ; 0.00547945 ; 0.00274725 ; 0.00550964 ; 0.0199725 ; 0.0402685 ; 0.0749354 ; 0.0202566 ; 0.0107239 ; 0.0220386 ; 0.00547945 ; 0.00137741 ; 0.00274725 ; 0.00137174 ; 0.000688231 ; 0.0210455 ; 0.0211361 ; 0.00550964 ; 0.0110193 ; 0.0202566 ; 0.00550964 ; 0.0220386 ; 0.00275482 ; 0.00274725 ; 0.00550964 ; 0.00137741 ; 0.00137741 ; 0.00137741 ; 0.00137741 ; 0.000688231 ; 0.000688231
case à cocher bn:03157691n ; 0.0315271 ; 0.014733 ; 0.0390368 ; 0.104065 ; 0.045584 ; 0.00600601 ; 0.00598802 ; 0.145408 ; 0.0462379 ; 0.0747664 ; 0.028597 ; 0.0490998 ; 0.0393185 ; 0.0448179 ; 0.0357143 ; 0.0489671 ; 0.15884 ; 0.0676983 ; 1 ; 0.0538721 ; 0.0144928 ; 0.056244 ; 0.0392157 ; 0.0244648 ; 0.0350877 ; 0.106362 ; 0.0421053 ; 0.13285 ; 0.0706402 ; 0.0169133 ; 0.0264901 ; 0.0557006 ; 0.0659145 ; 0.0264901 ; 0.0591497 ; 0.00970874 ; 0.057554 ; 0.0266223 ; 0.00970874 ; 0.178771 ; 0.129651 ; 0.0481203 ; 0.0466472 ; 0.0152672 ; 0.0207254 ; 0.0526316 ; 0.0144404 ; 0.0786241 ; 0.0784314 ; 0.0193705 ; 0.040107 ; 0.0634921 ; 0.0261438 ; 0.0377358 ; 0.0317125 ; 0.0261438 ; 0.0634921 ; 0.00917431 ; 0.00980392 ; 0.0403531 ; 0.0557491 ; 0.0996276 ; 0.0206718 ; 0.025974 ; 0.03125 ; 0.0533333 ; 0.0155642 ; 0.0313725 ; 0.0895062 ; 0.0377358 ; 0.0307692 ; 0.0153846 ; 0.00763359 ; 0.0650407 ; 0.0185185 ; 0.03125 ; 0.0253165 ; 0.037296 ; 0.00980392 ; 0.0173913 ; 0.0784314 ; 0.0547445 ; 0.0192308 ; 0.0218579 ; 0.0192308 ; 0.00473934 ; 0.0185185 ; 0.00473934 ; 0.00473934 ; 0.0174672 ; 0.0134228 ; 0.0196078 ; 0.0313725 ; 0.015625 ; 0.00854701 ; 0.0185185 ; 0.00487805 ; 0.00952381 ; 0.00952381 ; 0.00980392 ; 0.0322581 ; 0.0275862 ; 0.0192308 ; 0.0185185 ; 0.015444 ; 0.00952381 ; 0.00854701 ; 0.00970874 ; 0.0192308 ; 0.00952381 ; 0.00487805 ; 0.00487805 ; 0.00487805 ; 0.00487805 ; 0.00980392 ; 0.00980392
post bn:01500184n ; 0.162684 ; 0.228435 ; 0.159607 ; 0.136882 ; 0.0281195 ; 0.0146789 ; 0.0297398 ; 0.0503937 ; 0.184683 ; 0.0181818 ; 0.0873709 ; 0.0386941 ; 0.0675818 ; 0.0572451 ; 0.0180995 ; 0.140704 ; 0.0976116 ; 0.0696347 ; 0.0538721 ; 1 ; 0.0163265 ; 0.0851064 ; 0.00938967 ; 0.0297952 ; 0.0758294 ; 0.19802 ; 0.0513699 ; 0.11368 ; 0.177554 ; 0.190716 ; 0.0645161 ; 0.109302 ; 0.0645161 ; 0.0397022 ; 0.0421607 ; 0.00471698 ; 0.171512 ; 0.126856 ; 0.00471698 ; 0.0526316 ; 0.0834813 ; 0.113139 ; 0.120388 ; 0.0707965 ; 0.110708 ; 0.172144 ; 0.0505263 ; 0.251142 ; 0.0379147 ; 0.130064 ; 0.139588 ; 0.0340426 ; 0.0310078 ; 0.0186047 ; 0.113806 ; 0.131915 ; 0.0340426 ; 0.00921659 ; 0.00473934 ; 0.127568 ; 0.115632 ; 0.186599 ; 0.0550775 ; 0.063745 ; 0.0343348 ; 0.0759494 ; 0.0715884 ; 0.0712695 ; 0.269231 ; 0.0186047 ; 0.226236 ; 0.0168776 ; 0.0343348 ; 0.0714286 ; 0.0186047 ; 0.0711111 ; 0.129167 ; 0.188172 ; 0.00473934 ; 0.0366972 ; 0.0186047 ; 0.181009 ; 0.00938967 ; 0.0571429 ; 0.0189573 ; 0.00938967 ; 0.0186047 ; 0.00938967 ; 0.00938967 ; 0.0180587 ; 0.031746 ; 0.106457 ; 0.0688889 ; 0.034632 ; 0.0179372 ; 0.0186047 ; 0.00473934 ; 0.00938967 ; 0.00938967 ; 0.00473934 ; 0.00851064 ; 0.015748 ; 0.0189573 ; 0.0186047 ; 0.0344086 ; 0.0189573 ; 0.00888889 ; 0.00471698 ; 0.00938967 ; 0.0189573 ; 0.00236407 ; 0.00236407 ; 0.00236407 ; 0.00473934 ; 0.00473934 ; 0.00473934
nombre bn:00058285n ; 0.0360767 ; 0.0628141 ; 0.0119048 ; 0.0299065 ; 0.0717489 ; 0.131148 ; 0.130435 ; 0.0126183 ; 0.0137398 ; 0.02 ; 0.0281407 ; 0.026 ; 0.0488959 ; 0.0337553 ; 0.0196078 ; 0.0113914 ; 0.0230216 ; 0.0213904 ; 0.0144928 ; 0.0163265 ; 1 ; 0.0165975 ; 0.0120482 ; 0.040201 ; 0.0188679 ; 0.0165119 ; 0.0151515 ; 0.0201511 ; 0.0056338 ; 0.00968523 ; 0.0963855 ; 0.00742804 ; 0.0195719 ; 0.0165289 ; 0.037296 ; 0.025641 ; 0.036036 ; 0.0700219 ; 0.025641 ; 0.0137931 ; 0.00923788 ; 0.0289331 ; 0.0744186 ; 0.0615385 ; 0.0152672 ; 0.0140845 ; 0.0551724 ; 0.0217984 ; 0.010989 ; 0.0113314 ; 0.0124611 ; 0.0606061 ; 0.021978 ; 0.0222222 ; 0.0379437 ; 0.0449438 ; 0.0294118 ; 0.210526 ; 0.0263158 ; 0.0234949 ; 0.0115607 ; 0.0313418 ; 0.0152091 ; 0.0217391 ; 0.030303 ; 0.0932755 ; 0.0310078 ; 0.0150376 ; 0.0140351 ; 0.0454545 ; 0.0350877 ; 0.0625 ; 0.0625 ; 0.0151515 ; 0.0222222 ; 0.0625 ; 0.0425532 ; 0.0531561 ; 0.012987 ; 0.0192308 ; 0.010989 ; 0.0368664 ; 0.0120482 ; 0.0336134 ; 0.0243902 ; 0.05 ; 0.0952381 ; 0.105263 ; 0.0243902 ; 0.0194175 ; 0.0481928 ; 0.0285714 ; 0.0150376 ; 0.137931 ; 0.08 ; 0.0454545 ; 0.0263158 ; 0.0120482 ; 0.0120482 ; 0.012987 ; 0.132743 ; 0.0493827 ; 0.05 ; 0.0454545 ; 0.0305344 ; 0.0243902 ; 0.0188679 ; 0.0126582 ; 0.05 ; 0.0243902 ; 0.0263158 ; 0.0263158 ; 0.0263158 ; 0.0263158 ; 0.012987 ; 0.012987
text bn:14981519n ; 0.146325 ; 0.0494966 ; 0.235376 ; 0.0723173 ; 0.0553907 ; 0.0593654 ; 0.109208 ; 0.0286482 ; 0.234611 ; 0.00867679 ; 0.111712 ; 0.181498 ; 0.213821 ; 0.0634291 ; 0.0174672 ; 0.428276 ; 0.200468 ; 0.201428 ; 0.056244 ; 0.0851064 ; 0.0165975 ; 1 ; 0.00884956 ; 0.0507614 ; 0.00862069 ; 0.126087 ; 0.0478011 ; 0.206186 ; 0.0802188 ; 0.137577 ; 0.0327198 ; 0.142772 ; 0.21648 ; 0.0749186 ; 0.135593 ; 0.00442478 ; 0.20939 ; 0.0938538 ; 0.00442478 ; 0.122 ; 0.177855 ; 0.170017 ; 0.0643216 ; 0.0685841 ; 0.0539499 ; 0.126921 ; 0.0337197 ; 0.164576 ; 0.00877193 ; 0.149888 ; 0.150195 ; 0.034188 ; 0.0628931 ; 0.0176991 ; 0.247952 ; 0.0325866 ; 0.034188 ; 0.00436681 ; 0.00110497 ; 0.171275 ; 0.0524659 ; 0.236686 ; 0.053898 ; 0.0325203 ; 0.0663717 ; 0.134583 ; 0.0630531 ; 0.0168955 ; 0.252004 ; 0.0176991 ; 0.203804 ; 0.0321199 ; 0.0663717 ; 0.0641593 ; 0.0176991 ; 0.0168776 ; 0.132743 ; 0.0287511 ; 0.00221239 ; 0.0331858 ; 0.0176991 ; 0.202258 ; 0.00440529 ; 0.112953 ; 0.00440529 ; 0.00884956 ; 0.0176991 ; 0.00440529 ; 0.00884956 ; 0.0163399 ; 0.0547368 ; 0.0588235 ; 0.0168955 ; 0.0169492 ; 0.0173913 ; 0.0176991 ; 0.00221239 ; 0.0021978 ; 0.0021978 ; 0.00221239 ; 0.00843882 ; 0.0162933 ; 0.0021978 ; 0.00877193 ; 0.0652655 ; 0.00884956 ; 0.0173913 ; 0.00220751 ; 0.00884956 ; 0.00440529 ; 0.00221239 ; 0.00221239 ; 0.00221239 ; 0.00221239 ; 0.00221239 ; 0.00221239
