X;page web;navigateur;serveur web;fichier;client;base de donnée;donnée;php;javascript;code;texte;concerner;commentaire;délimiter;gras;fois;lien hypertextes;url;case à cocher;post;nombre;text;langage;zones;utilisateur;affectation;syntaxe;case;associer;personne;structure de contrôle;méthode post;fermeture;passwd;machine;mysql;salaire;jour;programmation;site;paris;france;programmation web;session;chaîne;côté serveur;côté client;script;interpréter;serveur;type;opérateurs;list;pointeur;cle;méthode;conditionnelles;foreach;couleurs;valeur par défaut;classes;fonctionnalité;class;header;mot;visiteur;sauvegarder;null;web;positionnement;affiche;casse;internet;système;exe;menu;id;mysqli;head;attribut;valeur;moteur;timestamp;accéder
texte;0.5;0.2;0.5;0.0344828;0.0714286;0.181818;0.181818;0.111111;0.2;0.142857;1;0.5;0.142857;0.333333;0.2;0.2;0.2;0.333333;0.142857;0.142857;0.2;0.153846;0.142857;0.333333;0.333333;0.2;0.2;0.142857;0.5;0.5;0.2;0.181818;0.2;0.2;0.5;0.133333;0.5;0.2;0.142857;0.0833333;0.2;0.2;0.142857;0.2;0.0909091;0.2;0.2;0.047619;0.2;0.153846;0.0454545;0.2;0.2;0.2;0.142857;0.2;0.2;0.1;0.5;0.2;0.142857;0.2;0.2;0.142857;0.2;0.2;0.5;0.2;0.142857;0.2;0.2;0.2;0.5;0.5;0.2;0.5;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2
concerner;1;0.25;1;0.037037;0.037037;0.0909091;0.0909091;0.125;0.333333;0.2;0.5;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.1;0.0833333;0.2;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.222222;0.333333;0.333333;1;0.153846;1;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
commentaire;0.2;0.0909091;0.2;0.0714286;0.0714286;0.04;0.04;0.111111;0.2;0.333333;0.142857;0.2;1;0.333333;0.5;0.2;0.5;0.142857;0.333333;0.0666667;0.0909091;0.153846;0.142857;0.142857;0.142857;0.2;0.2;0.142857;0.2;0.2;0.2;0.181818;0.2;0.2;0.2;0.0625;0.2;0.2;0.142857;0.04;0.2;0.2;0.333333;0.2;0.0909091;0.5;0.5;0.047619;0.5;0.363636;0.0952381;0.2;0.2;0.5;0.142857;0.2;0.2;0.1;0.2;0.2;0.142857;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
délimiter;0.5;0.2;0.5;0.0714286;0.0714286;0.0833333;0.0833333;0.25;0.2;0.142857;0.333333;0.5;0.333333;1;0.2;0.2;0.2;0.142857;0.333333;0.142857;0.2;0.0714286;0.142857;0.333333;0.333333;0.2;0.2;0.142857;0.5;0.5;0.2;0.181818;0.2;0.2;0.5;0.133333;0.5;0.2;0.142857;0.04;0.2;0.2;0.142857;0.2;0.0909091;0.5;0.5;0.047619;0.5;0.153846;0.0952381;0.2;0.2;0.5;0.142857;0.2;0.2;0.1;0.2;0.2;0.142857;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;0.142857;0.2;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
gras;0.333333;0.111111;0.333333;0.037037;0.037037;0.0434783;0.0434783;0.0588235;0.333333;0.5;0.2;0.333333;0.5;0.2;1;0.333333;1;0.2;0.2;0.0769231;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.5;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
fois;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.125;0.333333;0.5;0.2;0.333333;0.2;0.2;0.333333;1;0.333333;0.2;0.2;0.166667;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.0714286;0.333333;1;0.2;0.0909091;1;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;1;0.333333;0.333333;0.5;0.333333;0.333333;0.285714;0.333333;0.333333;0.5;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
lien hypertextes;0.333333;0.111111;0.333333;0.037037;0.037037;0.0434783;0.0434783;0.0588235;0.333333;0.5;0.2;0.333333;0.5;0.2;1;0.333333;1;0.2;0.2;0.0769231;0.047619;0.181818;0.2;0.2;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0434783;0.333333;0.333333;0.5;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.181818;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
url;0.2;0.0909091;0.2;0.0714286;0.153846;0.0833333;0.0833333;0.111111;0.2;0.142857;0.333333;0.2;0.142857;0.142857;0.2;0.2;0.2;1;0.142857;0.142857;0.0909091;0.153846;0.333333;0.142857;0.142857;0.2;0.2;0.333333;0.2;0.2;0.2;0.0833333;0.5;0.2;0.2;0.0625;0.2;0.2;0.142857;0.181818;0.2;0.5;0.142857;0.5;0.2;0.2;0.2;0.1;0.2;0.153846;0.0454545;0.2;0.2;0.2;0.142857;0.2;0.2;0.222222;0.5;0.2;0.142857;0.2;0.2;0.333333;0.2;0.2;0.5;0.2;0.142857;0.2;0.2;0.2;0.5;0.5;0.2;0.5;0.5;0.2;0.2;0.2;0.5;0.2;0.5;0.5
case à cocher;0.2;0.0909091;0.2;0.0714286;0.153846;0.04;0.04;0.111111;0.2;0.142857;0.142857;0.2;0.333333;0.333333;0.2;0.2;0.2;0.142857;1;0.0666667;0.0909091;0.0714286;0.142857;0.142857;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.0833333;0.2;0.5;0.2;0.133333;0.2;0.2;0.333333;0.04;0.2;0.2;0.333333;0.2;0.0909091;0.5;0.5;0.047619;0.5;0.153846;0.210526;0.2;0.2;0.5;0.142857;0.5;0.2;0.222222;0.2;0.2;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.5;0.2;0.2;0.5;0.2;0.2;0.2;0.5;0.5;0.2;0.2;0.2;0.2
post;0.166667;0.25;0.166667;0.225806;0.117647;0.133333;0.133333;0.333333;0.0769231;0.142857;0.142857;0.166667;0.0666667;0.142857;0.0769231;0.166667;0.0769231;0.142857;0.0666667;1;0.0666667;0.0952381;0.142857;0.142857;0.142857;0.0769231;0.0769231;0.142857;0.166667;0.166667;0.0769231;0.235294;0.166667;0.0769231;0.166667;0.0869565;0.166667;0.166667;0.0666667;0.133333;0.166667;0.166667;0.0666667;0.166667;0.111111;0.0769231;0.0769231;0.153846;0.0769231;0.0454545;0.0333333;0.166667;0.166667;0.0769231;0.142857;0.0769231;0.0769231;0.266667;0.0769231;0.0769231;0.142857;0.0769231;0.166667;0.142857;0.0769231;0.0769231;0.0769231;0.0769231;0.0666667;0.166667;0.0769231;0.0769231;0.0769231;0.0769231;0.0769231;0.0769231;0.0769231;0.166667;0.0769231;0.0769231;0.166667;0.0769231;0.166667;0.166667
nombre;0.1;0.166667;0.1;0.0952381;0.179487;0.5;0.5;0.125;0.1;0.0434783;0.2;0.1;0.0909091;0.2;0.047619;0.047619;0.047619;0.0909091;0.0909091;0.0666667;1;0.148148;0.0434783;0.2;0.0909091;0.1;0.047619;0.0909091;0.1;0.1;0.047619;0.0740741;0.047619;0.047619;0.1;0.32;0.1;0.047619;0.0434783;0.235294;0.047619;0.047619;0.0434783;0.047619;0.0769231;0.1;0.1;0.117647;0.1;0.291667;0.21875;0.047619;0.047619;0.1;0.0909091;0.047619;0.1;0.0384615;0.1;0.1;0.0434783;0.047619;0.047619;0.0909091;0.1;0.1;0.1;0.1;0.0434783;0.047619;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.047619;0.047619;0.047619;0.047619;0.1;0.047619;0.047619
text;0.0833333;0.0555556;0.0833333;0.0571429;0.121212;0.269231;0.269231;0.08;0.0833333;0.363636;0.153846;0.0833333;0.153846;0.0714286;0.181818;0.181818;0.181818;0.153846;0.0714286;0.0952381;0.148148;1;0.0714286;0.153846;0.0714286;0.0833333;0.0833333;0.0714286;0.0833333;0.0833333;0.0833333;0.111111;0.0833333;0.0833333;0.0833333;0.0909091;0.0833333;0.181818;0.0714286;0.269231;0.181818;0.0833333;0.153846;0.0833333;0.0555556;0.0833333;0.0833333;0.0740741;0.0833333;0.222222;0.0714286;0.181818;0.0833333;0.0833333;0.153846;0.0833333;0.0833333;0.125;0.181818;0.0833333;0.153846;0.0833333;0.181818;0.0714286;0.181818;0.181818;0.181818;0.0833333;0.153846;0.0833333;0.181818;0.0833333;0.181818;0.181818;0.0833333;0.181818;0.181818;0.181818;0.0833333;0.0833333;0.0833333;0.181818;0.0833333;0.0833333
langage;0.2;0.0909091;0.2;0.153846;0.0714286;0.04;0.04;0.25;0.2;0.142857;0.142857;0.2;0.142857;0.142857;0.2;0.2;0.2;0.333333;0.142857;0.142857;0.0434783;0.0714286;1;0.142857;0.142857;0.2;0.5;0.333333;0.2;0.2;0.5;0.181818;0.5;0.2;0.2;0.0625;0.2;0.2;0.333333;0.0833333;0.2;0.5;0.142857;0.5;0.5;0.2;0.2;0.222222;0.2;0.0714286;0.0952381;0.2;0.2;0.2;0.142857;0.2;0.2;0.222222;0.2;0.2;0.142857;0.5;0.2;0.333333;0.2;0.2;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.5
zones;0.5;0.2;0.5;0.0344828;0.0344828;0.181818;0.181818;0.111111;0.2;0.142857;0.333333;0.5;0.142857;0.333333;0.2;0.2;0.2;0.142857;0.142857;0.142857;0.2;0.153846;0.142857;1;0.333333;0.2;0.2;0.142857;0.5;0.5;0.2;0.181818;0.2;0.2;0.5;0.307692;0.5;0.2;0.142857;0.0833333;0.2;0.2;0.142857;0.2;0.0909091;0.2;0.2;0.1;0.2;0.0714286;0.0952381;0.2;0.2;0.2;0.142857;0.2;0.2;0.1;0.2;0.2;0.142857;0.2;0.2;0.142857;0.5;0.5;0.2;0.2;0.142857;0.2;0.5;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.2
utilisateur;0.5;0.2;0.5;0.0344828;0.0714286;0.0833333;0.0833333;0.111111;0.2;0.142857;0.333333;0.5;0.142857;0.333333;0.2;0.2;0.2;0.142857;0.333333;0.142857;0.0909091;0.0714286;0.142857;0.333333;1;0.2;0.2;0.142857;0.5;0.5;0.2;0.181818;0.2;0.5;0.5;0.307692;0.5;0.2;0.333333;0.04;0.2;0.2;0.333333;0.2;0.0909091;0.2;0.2;0.047619;0.2;0.0714286;0.0952381;0.2;0.2;0.2;0.142857;0.5;0.2;0.222222;0.2;0.2;0.333333;0.2;0.2;0.142857;0.2;0.2;0.2;0.2;0.333333;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.5;0.2;0.2;0.2;0.2
affectation;0.333333;0.25;0.333333;0.0769231;0.0769231;0.0909091;0.0909091;0.0588235;1;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.1;0.0833333;0.2;0.2;0.2;1;0.333333;0.5;0.333333;0.333333;0.333333;0.1;0.333333;0.333333;0.333333;0.153846;0.333333;0.333333;0.2;0.0909091;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.181818;0.105263;0.333333;0.333333;0.333333;0.5;0.333333;1;0.125;0.333333;1;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;1;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
syntaxe;0.333333;0.111111;0.333333;0.0769231;0.037037;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.047619;0.0833333;0.5;0.2;0.2;0.333333;1;0.2;0.333333;0.333333;1;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
case;0.2;0.2;0.2;0.153846;0.153846;0.0833333;0.0833333;0.111111;0.5;0.142857;0.142857;0.2;0.142857;0.142857;0.2;0.2;0.2;0.333333;0.142857;0.142857;0.0909091;0.0714286;0.333333;0.142857;0.142857;0.5;0.2;1;0.2;0.2;0.2;0.0833333;0.5;0.2;0.2;0.133333;0.2;0.2;0.142857;0.181818;0.2;0.5;0.142857;0.5;0.5;0.2;0.2;0.222222;0.2;0.153846;0.0952381;0.2;0.2;0.2;0.333333;0.2;0.5;0.222222;0.2;0.5;0.142857;0.2;0.2;1;0.2;0.2;0.2;0.5;0.142857;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.5;0.2;0.5;0.5
associer;1;0.25;1;0.037037;0.037037;0.0909091;0.0909091;0.125;0.333333;0.2;0.5;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.1;0.0833333;0.2;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.222222;0.333333;0.333333;1;0.153846;1;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
personne;1;0.25;1;0.037037;0.037037;0.0909091;0.0909091;0.125;0.333333;0.2;0.5;1;0.2;0.5;0.333333;0.333333;0.333333;0.2;0.2;0.166667;0.1;0.0833333;0.2;0.5;0.5;0.333333;0.333333;0.2;1;1;0.333333;0.222222;0.333333;0.333333;1;0.153846;1;0.333333;0.2;0.0434783;0.333333;0.333333;0.2;0.333333;0.111111;0.333333;0.333333;0.0526316;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
structure de contrôle;0.333333;0.111111;0.333333;0.0769231;0.037037;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.2;0.2;0.0769231;0.047619;0.0833333;0.5;0.2;0.2;0.333333;1;0.2;0.333333;0.333333;1;0.222222;0.333333;0.333333;0.333333;0.0714286;0.333333;0.333333;0.5;0.0434783;0.333333;0.333333;0.2;0.333333;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.105263;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.125;0.333333;0.333333;0.2;1;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333
méthode post;0.222222;0.307692;0.222222;0.129032;0.0294118;0.0689655;0.0689655;0.190476;0.1;0.181818;0.181818;0.222222;0.181818;0.181818;0.222222;0.1;0.222222;0.0833333;0.0833333;0.235294;0.0740741;0.111111;0.181818;0.181818;0.181818;0.1;0.222222;0.0833333;0.222222;0.222222;0.222222;1;0.1;0.1;0.222222;0.1;0.222222;0.1;0.181818;0.0333333;0.1;0.1;0.181818;0.1;0.133333;0.1;0.1;0.173913;0.1;0.111111;0.0769231;0.1;0.222222;0.1;0.0833333;0.1;0.1;0.0666667;0.1;0.1;0.0833333;0.222222;0.1;0.0833333;0.1;0.1;0.1;0.1;0.181818;0.222222;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
fermeture;0.333333;0.111111;0.333333;0.0769231;0.0769231;0.0434783;0.0434783;0.125;0.333333;0.2;0.2;0.333333;0.2;0.2;0.333333;0.333333;0.333333;0.5;0.2;0.166667;0.047619;0.0833333;0.5;0.2;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.1;1;0.333333;0.333333;0.0714286;0.333333;0.333333;0.2;0.0909091;0.333333;1;0.2;1;0.25;0.333333;0.333333;0.111111;0.333333;0.0833333;0.05;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.285714;0.333333;0.333333;0.2;0.333333;0.333333;0.5;0.333333;0.333333;0.333333;0.333333;0.2;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;0.333333;1;0.333333;1;1
